Amoni,Canxi,Con/Kg,Cường độ sáng,DO,Date,Kali,Magie,Mực nước,Nhiệt độ,Nitrat,Nitrit,Oxy bão hòa,Phosphate (PO43-),Silica,Size Tôm,TDS,Thế oxy hóa khử,Time,Tỷ trọng,Vụ nuôi,age,ao,area,hoachat_aminox_aqua,hoachat_aqua_c,hoachat_biosol,hoachat_chế_phẩm_vi_sinh__em,hoachat_chế_phẩm_vi_sinh_em,hoachat_doromit,hoachat_genplus,hoachat_kali_belarus,hoachat_kali_canada,hoachat_magie_clorua,hoachat_magnesium_chloride,hoachat_mật_rỉ_đường,hoachat_natri_bicarbonate,hoachat_organic,hoachat_sago_hepasol,hoachat_sodium_bicarbonate,hoachat_toppodine,hoachat_toppond,hoachat_vemevit,hoachat_vi_sinh_hiếu_khí,hoachat_vitapro,hoachat_vôi_nóng,loai_ao,module_name,pH,pond_days,sheet,thucan_beo,thucan_lysine,thucan_protein_tho,thucan_xo_tho,Áp suất thành phần Oxy,Điện trở suất,Điện áp ngoài,Độ cứng,Độ dẫn riêng,Độ dẫn thực,Độ kiềm,Độ màu,Độ mặn,Độ trong,Độ đục,Timestamp
8.08,,,12514,6.266248703,2022-10-09T00:00:00+00:00,,,80,26.78058624,0,0.019,89.16278839,1.78,2.6,,23.3852272,94.39622498,8,1.013833642,Vụ 3-2022,,A15N12,834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,A15,7.786382198,,A15N12,0.75,0.225,5,0.5,137.0075226,26.88111877,17.20999908,4000,35977.27344,37200.83203,151,185,23.07559586,30.5,44.9,2022-10-09T08:00:00+00:00
6.2,,,25481,6.377297401,2022-10-09T00:00:00+00:00,,,80,29.16345406,1.9,0.021,94.24969482,1.77,3.2,,23.00839615,95.25146484,14,1.012797594,Vụ 3-2022,,A15N12,834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,A15,7.985853672,,A15N12,0.75,0.225,5,0.5,144.0480652,26.16950607,17.20100021,4500,35397.53125,38212.41406,139,198,22.68380165,25.1,63.6,2022-10-09T14:00:00+00:00
5.8,,,12580,6.270577431,2022-10-10T00:00:00+00:00,,,80,26.91230202,0,0.001,88.75228119,1.35,3.75,,22.14889717,96.83218384,8,1.012787104,Vụ 3-2022,,A15N12,834,0,0,0,0.95,0,0,0,0,0,0,0,0.23,0,0,0,0,0,0.03,0,0,0,0,,A15,7.82681036,,A15N12,0.84,0.252,5.6,0.56,136.338623,28.31271172,17.19199944,4000,34075.22656,35319.82422,136,190,21.73081398,35.5,36.3,2022-10-10T08:00:00+00:00
6.6,,,20841,6.264930248,2022-10-10T00:00:00+00:00,,,80,28.75650215,2.6,0.02,91.48884583,1.63,3.2,,22.15235329,83.05397034,14,1.0122298,Vụ 3-2022,,A15N12,834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,A15,7.97223711,,A15N12,0.84,0.252,5.6,0.56,139.963623,27.37791061,17.18300056,4500,34080.54297,36525.79688,140,203,21.74886513,29.1,73,2022-10-10T14:00:00+00:00
6.32,,,6358,6.332021713,2022-10-11T00:00:00+00:00,,,80,27.73605156,0.1,0.008,90.57897186,1.55,2.95,,21.58186913,106.7432404,8,1.012081742,Vụ 3-2022,,A15N12,834,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0.03,0,0.07,0,0,,A15,7.912363052,,A15N12,0.84,0.238,5.46,0.56,138.8953857,28.62212181,17.20100021,4500,33202.875,34938.01172,148,230,21.12357903,18,52,2022-10-11T08:00:00+00:00
6.08,,,8966,6.156422138,2022-10-11T00:00:00+00:00,,,80,28.90793228,1.8,0.021,89.91913605,1.61,3.2,,21.75828552,106.6812592,14,1.011863589,Vụ 3-2022,,A15N12,834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,A15,7.917806149,,A15N12,0.84,0.245,5.53,0.56,137.5131378,27.79873848,17.19199944,4500,33474.28516,35972.85547,148,223,21.32226753,17,47.4,2022-10-11T14:00:00+00:00
6.92,,,12599,6.324293137,2022-10-12T00:00:00+00:00,,,80,27.41944885,0,0.007,89.12919617,1.71,2.65,,19.99902153,103.8440704,8,1.010904431,Vụ 3-2022,,A15N12,834,0,0,0,0.95,0,0,0,0,0,0,0,0.23,0,0,0,0,0,0.03,0,0,0,0,,A15,7.81383276,,A15N12,0.96,0.28,6.32,0.64,136.7677917,31.06598282,17.19199944,4500,30767.72656,32189.54883,149,215,19.41839027,20.6,44.9,2022-10-12T08:00:00+00:00
6.92,,,18744,6.074562073,2022-10-12T00:00:00+00:00,,,80,28.30817223,1,0.024,86.67545319,1.79,2.35,,19.53640556,93.21775818,14,1.010266781,Vụ 3-2022,,A15N12,834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,A15,7.900268555,,A15N12,0.96,0.28,6.32,0.64,132.7379608,31.29388046,17.20999908,4500,30056.00781,31955.12891,151,233,18.92918968,32,61.1,2022-10-12T14:00:00+00:00
9.08,,251.576117,7429,5.951258183,2022-10-13T00:00:00+00:00,,,70,27.83560944,0.5,0.01,84.73357391,1.81,3.65,,20.52025986,99.89109802,8,1.011196852,Vụ 3-2022,,A15N12,834,0,0,0,0,0,0,0,0,0,0,0,0.23,0,0,0,0,0,0.03,0,0.07,0,0,,A15,7.815868855,,A15N12,1.08,0.315,7.11,0.72,129.9030914,30.04857826,17.18300056,3500,31569.63086,33279.44531,147,228,19.98002243,18,44.9,2022-10-13T08:00:00+00:00
7.6,,251.576117,10293,5.572505951,2022-10-13T00:00:00+00:00,,,70,30.27700233,0.9,0.023,82.75105286,1.97,2.55,,20.72459602,120.2687302,14,1.010595083,Vụ 3-2022,,A15N12,834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,A15,7.772513866,,A15N12,1.08,0.315,7.11,0.72,126.1263885,28.49197197,17.19199944,4500,31883.99414,35097.60547,150,270,20.21157646,17,44,2022-10-13T14:00:00+00:00
13.45,,,12544,5.944284916,2022-10-14T00:00:00+00:00,,,80,27.44920349,0,0.036,84.22918701,2.54,2,,20.81804848,116.263298,8,1.011552334,Vụ 3-2022,,A15N12,834,0,0,0,0.95,0,0,0,0,0,0,0,0.23,0,0,0,0,0,0.03,0,0,0,0,,A15,7.732592106,,A15N12,1.14,0.323,7.41,0.76,129.2403564,29.82758331,17.20100021,4000,32027.76563,33526.01563,187,281,20.29749489,25.1,47,2022-10-14T08:00:00+00:00
11.5,,,20115,5.725686073,2022-10-14T00:00:00+00:00,,,80,28.66911888,1.2,0.04,82.87623596,3.4,2.65,,20.91919327,89.37445068,14,1.011261821,Vụ 3-2022,,A15N12,834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,A15,7.763399124,,A15N12,1.14,0.323,7.41,0.76,126.8136444,29.03702545,17.21899986,4000,32183.37305,34438.78906,159,316,20.41423988,31.1,77.2,2022-10-14T14:00:00+00:00
9.8,,,7023,5.996120453,2022-10-15T00:00:00+00:00,,,60,26.59728432,0.1,0.019,83.8681488,2.34,3,,21.09135628,102.3825684,8,1.012023807,Vụ 3-2022,,A15N12,834,0,0,0,0,0,0,0,0,0,0,0,0.23,0,0,0,0,0,0.03,0,0.07,0,0,,A15,7.867397785,,A15N12,1.14,0.323,7.41,0.76,128.9214935,29.90593719,17.21899986,4000,32448.24023,33438.17578,159,238,20.58478355,18,61.9,2022-10-15T08:00:00+00:00
10.95,,,15393,,2022-10-15T00:00:00+00:00,,,,,1.8,0.027,,1.73,2.7,,,,14,,,,A15N12,834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,A15,,,A15N12,1.14,0.323,7.41,0.76,,,,4500,,,159,292,,16,,2022-10-15T14:00:00+00:00
,,,15393,5.791009426,2022-10-15T00:00:00+00:00,,,70,28.99603844,,,84.64985657,,,,20.543993,132.6164246,17,1.010858655,Vụ 3-2022,,A15N12,834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,A15,7.759456635,,A15N12,0.9,0.255,5.85,0.6,128.5783997,29.39580345,17.46199989,,31606.14258,34018.46094,,292,20.01208687,16,78.9,2022-10-15T17:00:00+00:00
11.45,,,15211,5.875275612,2022-10-17T00:00:00+00:00,,,80,27.80113602,0,0.009,84.24578857,2.39,2.35,,21.79351616,99.12338257,8,1.012233138,Vụ 3-2022,,A15N12,834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,A15,7.751040459,,A15N12,1.2,0.34,7.8,0.8,129.1652222,28.31071091,17.21899986,4500,33528.48828,35322.32031,165,300,21.3531189,37.1,73.8,2022-10-17T08:00:00+00:00
11.35,,,28555,5.692189217,2022-10-17T00:00:00+00:00,,,80,30.00134277,0.8,0.012,84.74137878,2.17,4.35,,21.91396332,90.66667938,14,1.011641502,Vụ 3-2022,,A15N12,834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,A15,7.810033798,,A15N12,1.2,0.34,7.8,0.8,129.249939,27.0750885,17.20999908,4500,33713.78906,36934.32031,166,341,21.49652672,20.1,77.5,2022-10-17T14:00:00+00:00
12.7,,,9288,5.854664326,2022-10-18T00:00:00+00:00,,,70,28.19185257,0,0.006,84.20576477,2.32,4.2,,21.20002556,116.2919083,8,1.011634946,Vụ 3-2022,,A15N12,834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,A15,7.758543968,,A15N12,1.2,0.34,7.8,0.8,128.9900818,28.89855576,17.20100021,4500,32615.42578,34603.80469,164,327,20.71422577,17,107.8,2022-10-18T08:00:00+00:00
12.75,,,19355,5.664437294,2022-10-18T00:00:00+00:00,,,70,30.58236122,1.6,0.002,84.85903931,2.35,4.6,,21.36161995,119.4509583,14,1.011007071,Vụ 3-2022,,A15N12,834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,A15,7.823522568,,A15N12,1.2,0.34,7.8,0.8,129.2380676,27.49662971,17.20100021,4500,32864.03125,36368.09375,170,332,20.90019035,18,95.9,2022-10-18T14:00:00+00:00
11.85,,,10222,5.435368538,2022-10-19T00:00:00+00:00,,,80,27.40420341,3,0.031,76.75030518,1.95,4.6,,20.36666298,130.5088043,14,1.011203289,Vụ 3-2022,,A15N12,834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,A15,7.675563812,,A15N12,1.32,0.374,8.58,0.88,117.7764511,30.5137043,17.18300056,4000,31333.32617,32772.16016,158,293,19.81221008,19.5,98.5,2022-10-19T14:00:00+00:00
14.3,,133.0727165,11263,6.072808266,2022-10-20T00:00:00+00:00,,,80,26.83928108,0.9,0.006,84.47615051,1.97,5.35,,19.48709488,135.2461853,8,1.010667205,Vụ 3-2022,,A15N12,834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,A15,7.710755825,,A15N12,1.32,0.374,8.58,0.88,129.7898865,32.22339249,17.22800064,4000,29980.14648,31033.35742,157,292,18.86748505,17,71.3,2022-10-20T08:00:00+00:00
14.65,,135.3019933,6636,5.527589321,2022-10-20T00:00:00+00:00,,,80,27.51618576,1.8,0.018,77.87277222,2.05,4.7,,19.66137505,124.2646255,14,1.010605931,Vụ 3-2022,,A15N12,834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,A15,7.720889091,,A15N12,1.32,0.374,8.58,0.88,119.469574,31.54377556,17.21899986,4000,30248.26953,31701.97461,161,297,19.05806541,19,83.2,2022-10-20T14:00:00+00:00
13,,,15226,6.096984863,2022-10-21T00:00:00+00:00,,,80,27.23064041,0,0.018,85.54960632,6.25,1.75,,19.80727959,130.7210083,8,1.010807395,Vụ 3-2022,,A15N12,834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,A15,7.782240868,,A15N12,1.5,0.425,9.75,1,131.3289185,31.47520828,17.20100021,4000,30472.73828,31771.03711,162,273,19.21203804,25.5,64.5,2022-10-21T08:00:00+00:00
12.45,,,25844,5.575468063,2022-10-21T00:00:00+00:00,,,80,29.28360176,2.9,0.014,81.17301178,2.37,2.2,,20.16711807,116.2275391,14,1.010466814,Vụ 3-2022,,A15N12,834,0,0,0,0,0,9.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.5,,A15,7.771214962,,A15N12,1.32,0.374,8.58,0.88,124.0262299,29.79310989,17.20100021,4000,31026.33398,33564.80859,152,321,19.60865974,32,77.2,2022-10-21T14:00:00+00:00
10,,,10293,5.690050602,2022-10-22T00:00:00+00:00,,,110,28.04792595,0.45,0.011,81.18592834,4.74,1.75,,20.27105904,120.6239777,8,1.010932684,Vụ 3-2022,,A15N12,834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,A15,7.646057606,,A15N12,1.62,0.459,10.53,1.08,124.4048309,30.30140877,17.22800064,4500,31186.24609,33001.76563,165,285,19.71386528,17,47.5,2022-10-22T08:00:00+00:00
11.5,,,13252,5.500825882,2022-10-22T00:00:00+00:00,,,100,29.73645782,0.85,0.014,80.75949097,3.75,1.78,,20.30702972,126.2935638,14,1.010434866,Vụ 3-2022,,A15N12,834,0,0,0,0,0,9.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.5,,A15,7.727536678,,A15N12,1.44,0.408,9.36,0.96,123.2579269,29.3531456,17.20100021,4500,31241.58594,34067.89844,163,325,19.7606163,17,55.4,2022-10-22T14:00:00+00:00
8.47,,,15632,5.721800327,2022-10-23T00:00:00+00:00,,,80,28.5639267,1.75,0.047,82.45224762,3.88,1.47,,20.47024918,117.8392487,8,1.010933995,Vụ 3-2022,,A15N12,834,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,12,0,0,0,0,0,0,,A15,7.687317848,,A15N12,1.74,0.493,11.31,1.16,126.1958237,29.72967148,17.20100021,4500,31492.69141,33636.42969,159,227,19.93062592,23.5,45.5,2022-10-23T08:00:00+00:00
9.58,,,25614,5.208655357,2022-10-23T00:00:00+00:00,,,80,29.65180588,1.12,0.044,76.06800079,4.12,1.58,,19.65238762,112.5272827,14,1.009939671,Vụ 3-2022,,A15N12,834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,A15,7.685764313,,A15N12,1.56,0.442,10.14,1.04,116.1218643,30.37597084,17.20999908,4000,30234.44141,32920.75781,162,345,19.05884743,30.2,37.9,2022-10-23T14:00:00+00:00
7.5,,,10293,5.743190765,2022-10-24T00:00:00+00:00,,,80,28.47404099,1.12,0.16,82.64243317,3.5,1.35,,20.48486137,120.204361,8,1.010973454,Vụ 3-2022,,A15N12,834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,A15,7.747450352,,A15N12,1.705,0.5115,12.09,1.24,126.5132904,29.75629425,17.19199944,4500,31515.17383,33606.33594,162,289,19.94583511,18,56,2022-10-24T08:00:00+00:00
7.9,,,26993,5.618284702,2022-10-24T00:00:00+00:00,,,80,30.40152931,1.09,0.11,83.57988739,3.9,1.57,,20.67935371,122.2857513,14,1.010518312,Vụ 3-2022,,A15N12,834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,A15,7.795469761,,A15N12,1.54,0.462,10.92,1.12,127.3491669,28.49274254,17.19199944,4500,31814.39063,35096.65625,160,305,20.16324234,17,47.8,2022-10-24T14:00:00+00:00
6.8,,,12533,5.460983753,2022-10-25T00:00:00+00:00,,,80,28.78741646,1.25,0.17,78.8864975,3.6,1.85,,20.24968147,118.4233704,8,1.010688186,Vụ 3-2022,,A15N12,834,0,0,0,0,0,0,0.5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,A15,7.646105766,,A15N12,1.87,0.561,13.26,1.36,120.6752396,29.9338665,17.20100021,4500,31153.35352,33406.97656,160,302,19.69497108,19.7,58.3,2022-10-25T08:00:00+00:00
6.6,,,20741,4.47302866,2022-10-25T00:00:00+00:00,,,90,29.29426765,0.98,0.12,65.46672058,3.3,1.74,,21.02418518,111.8001022,14,1.01115036,Vụ 3-2022,,A15N12,834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,A15,7.576348305,,A15N12,1.65,0.495,11.7,1.2,100.0256195,28.57318878,17.19199944,4500,32344.89844,34997.84375,162,331,20.53062439,18.8,58.3,2022-10-25T14:00:00+00:00
6.7,,105.5179786,10263,4.676940441,2022-10-26T00:00:00+00:00,,,90,28.63726616,1.02,0.15,67.7008667,2.98,2.1,,21.02015686,123.8998413,8,1.011352897,Vụ 3-2022,,A15N12,834,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,4.5,,A15,7.572161674,,A15N12,1.7,0.544,13.26,1.36,103.6006622,28.91399193,17.20999908,5000,32338.70313,34585.33203,160,289,20.522892,17,57.6,2022-10-26T08:00:00+00:00
6.9,,98.73403141,26993,4.342799187,2022-10-26T00:00:00+00:00,,,80,30.27137566,0.88,0.11,64.63666534,2.77,1.89,,21.12414742,125.8644104,14,1.010917544,Vụ 3-2022,,A15N12,834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,A15,7.554356575,,A15N12,1.5,0.48,11.7,1.2,98.51846313,27.95579338,17.18300056,5000,32498.68945,35770.76172,162,312,20.64248848,16,47.3,2022-10-26T14:00:00+00:00
8.2,,,10744,5.098622799,2022-10-27T00:00:00+00:00,,,80,28.30035973,0.44,0.056,73.53170776,4.7,2.66,,21.3480854,112.1553497,8,1.011720896,Vụ 3-2022,,A15N12,834,0,0,0,0,0,5,0,1,0,0,1,0,0,0,0,12,0,0,0,0,0,4.5,,A15,7.672122478,,A15N12,1.7,0.544,13.26,1.36,112.6111603,28.6421814,17.20100021,5000,32843.20703,34913.54297,170,295,20.87478828,23.2,58.13,2022-10-27T08:00:00+00:00
7.9,,,10417,4.561435223,2022-10-27T00:00:00+00:00,,,80,28.84209824,0.57,0.041,66.38667297,4.4,3.2,,21.34869385,107.0150452,14,1.011553645,Vụ 3-2022,,A15N12,834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,A15,7.626259327,,A15N12,1.5,0.48,11.7,1.2,101.5407639,28.3652668,17.20100021,5000,32844.14453,35254.38281,169,312,20.87867737,18.5,55.6,2022-10-27T14:00:00+00:00
7.4,,,8935,5.269861698,2022-10-28T00:00:00+00:00,,,110,28.03662682,0.75,0.041,75.58261871,4.3,3.1,,21.17082405,113.85289,8,1.011658788,Vụ 3-2022,,A15N12,834,0,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,3,,A15,7.676782608,,A15N12,1.7,0.544,13.26,1.36,115.8216095,29.01951027,17.19199944,5000,32570.49805,34459.57422,172,304,20.68169975,18,58.2,2022-10-28T08:00:00+00:00
6.9,,,10293,4.826916218,2022-10-28T00:00:00+00:00,,,100,28.98619461,0.68,0.05,70.43408966,3.8,3.5,,21.38205147,87.34550476,14,1.011535406,Vụ 3-2022,,A15N12,834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,A15,7.608551025,,A15N12,1.5,0.48,11.7,1.2,107.6946869,28.24858475,17.19199944,5000,32895.46484,35400.00391,170,322,20.91551399,18,62.3,2022-10-28T14:00:00+00:00
6.1,,,10244,5.351865768,2022-10-29T00:00:00+00:00,,,90,28.216259,0.48,0.042,77.13093567,4.2,3.6,,21.46994591,109.988121,8,1.011845112,Vụ 3-2022,,A15N12,834,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,A15,7.631095886,,A15N12,1.7,0.544,13.26,1.36,118.1459961,28.5227108,17.21899986,5000,33030.6875,35059.78125,171,298,21.00593376,32.1,55.6,2022-10-29T08:00:00+00:00
6.5,,,12511,4.950954437,2022-10-29T00:00:00+00:00,,,80,28.72083092,0.62,0.05,71.96112823,3.1,3.8,,21.46894646,119.5248642,14,1.011688471,Vụ 3-2022,,A15N12,834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,A15,7.659701824,,A15N12,1.5,0.48,11.7,1.2,110.0984879,28.26738739,17.22800064,4500,33029.14844,35376.45703,173,319,21.00798035,30.2,58.3,2022-10-29T14:00:00+00:00
5.8,,,9526,5.0998559,2022-10-30T00:00:00+00:00,,,100,27.85119438,0.42,0.05,73.0765152,3.4,4.2,,21.53863335,112.1601105,8,1.012012005,Vụ 3-2022,,A15N12,834,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,4.5,,A15,7.677733421,,A15N12,0,0,0,0,112.0280228,28.61976242,17.18300056,4500,33136.35938,34940.89063,172,301,21.07766724,16,61.2,2022-10-30T08:00:00+00:00
6.2,,,12826,5.192391872,2022-10-30T00:00:00+00:00,,,60,29.24982262,0.58,0.048,76.175354,3.3,4,,21.54457283,116.4206543,14,1.011583447,Vụ 3-2022,,A15N12,834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,A15,7.741345406,,A15N12,1.25,0.4,9.75,1,116.3996658,27.90492439,17.19199944,5000,33145.49609,35835.96875,175,320,21.09267807,17,62.3,2022-10-30T14:00:00+00:00
7.8,,,12088,5.713324547,2022-10-31T00:00:00+00:00,,,80,28.28584862,0.9,0.149,82.60289764,4.2,5.2,,21.80376434,116.1822357,8,1.012093425,Vụ 3-2022,,A15N12,834,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,A15,7.693176746,,A15N12,1.55,0.496,12.09,1.24,126.5075684,28.05089569,17.20100021,5000,33544.25391,35649.48438,180,380,21.36767197,20.4,70.5,2022-10-31T08:00:00+00:00
8.2,,,25117,4.986633301,2022-10-31T00:00:00+00:00,,,90,30.0536232,0.86,0.132,74.34959412,5.1,5.8,,22.02232361,95.2467041,14,1.011712193,Vụ 3-2022,,A15N12,834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,A15,7.707141399,,A15N12,1,0.32,7.8,0.8,113.3852005,26.9173317,17.18300056,4500,33880.49609,37150.78516,182,369,21.61439514,18.5,65.3,2022-10-31T14:00:00+00:00
7.5,,,11059,5.503276825,2022-11-01T00:00:00+00:00,,,90,29.28316116,1.2,0.122,76.67120361,5.4,4.5,,21.33553505,118.9788818,8,1.012312055,Vụ 3-2022,,A15N12,834,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,4.5,,A15,7.693403721,,A15N12,1.55,0.496,12.09,1.24,117.9353104,29.73680687,17.18300056,4500,32823.89844,33628.35938,179,370,20.8450222,17,55.4,2022-11-01T08:00:00+00:00
8.4,,,20144,6.197579942,2022-11-01T00:00:00+00:00,,,80,29.79164979,1.08,0.11,80.55631789,6.2,5.8,,36.56369115,26.19767998,14,1.021979979,Vụ 3-2022,,A15N12,834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,A15,7.651447997,,A15N12,1.35,0.432,10.53,1.08,89.56895984,32.19497998,17.21147999,4500,38941.46488,,177,355,20.16464998,16.9,62.1,2022-11-01T14:00:00+00:00
7.8,,,10585,5.521371841,2022-11-02T00:00:00+00:00,,,90,28.27179909,1.4,0.14,76.92536163,5.6,5.4,,21.37248421,119.0313416,8,1.012345195,Vụ 3-2022,,A15N12,834,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,A15,7.697054863,,A15N12,1.55,0.496,12.09,1.24,118.3290405,29.69168663,17.20999908,4500,32880.74219,33679.46094,182,298,20.88476372,16,59.7,2022-11-02T08:00:00+00:00
7.2,,,20544,6.291942311,2022-11-02T00:00:00+00:00,,,80,29.14467696,1.22,0.19,80.56464998,6.3,6.1,,35.91964679,36.29197912,14,1.025194947,Vụ 3-2022,,A15N12,834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,A15,7.515979641,,A15N12,1.35,0.432,10.53,1.08,102.197695,47.21194949,17.21446766,4500,38852.48768,,184,345,20.84447961,18.5,64.9,2022-11-02T14:00:00+00:00
8.6,531,,7056,5.819190979,2022-11-03T00:00:00+00:00,420,,100,26.08112717,1.8,0.122,79.46805573,5.8,6.4,,18.60460472,118.5449677,8,1.010184288,Vụ 3-2022,,A15N12,834,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,A15,7.713890553,,A15N12,1.55,0.496,12.09,1.24,122.2880478,34.23073959,17.19199944,4500,28622.46875,29213.50977,184,311,20.92396927,18.2,45.7,2022-11-03T08:00:00+00:00
8.1,,,8995,5.379343033,2022-11-03T00:00:00+00:00,,,90,26.90828323,2,0.16,75.95546722,5.4,5.8,,21.76582146,113.0303421,14,1.012477756,Vụ 3-2022,,A15N12,834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,A15,7.728241444,,A15N12,1,0.32,7.8,0.8,116.6815109,28.81314659,17.20100021,5000,33485.87891,34706.37891,184,355,21.31575394,16.8,50.4,2022-11-03T14:00:00+00:00
7.6,571,,10211,6.133782864,2022-11-04T00:00:00+00:00,411,1268,90,26.37074661,1.5,0.14,86.0493927,6.2,5.4,,22.22322655,117.5769806,8,1.013005853,Vụ 3-2022,,A15N12,834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,A15,7.737209797,,A15N12,1.55,0.496,12.09,1.24,132.3368988,28.50245094,17.20100021,5000,34189.57813,35084.70313,180,304,21.80607224,18.8,55.4,2022-11-04T08:00:00+00:00
7.4,,,25699,5.955021381,2022-11-04T00:00:00+00:00,,,80,28.21511078,2.1,0.2,86.23410797,5.8,4.2,,22.26411819,116.637619,14,1.012488127,Vụ 3-2022,,A15N12,834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,A15,7.856204033,,A15N12,0.7,0.224,5.46,0.56,132.0901947,27.50586128,17.19199944,5000,34252.48828,36355.88672,182,345,21.86664963,22.1,60.2,2022-11-04T14:00:00+00:00
7.5,583,,12574,6.019744396,2022-11-05T00:00:00+00:00,310,1159,80,26.76465416,2,0.11,84.66142273,6.4,6.2,,21.51957321,113.7026825,8,1.012320638,Vụ 3-2022,,A15N12,834,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,A15,7.748463631,,A15N12,1.55,0.496,12.09,1.24,130.095108,29.22019768,17.20999908,5000,33107.03516,34222.90234,179,311,21.04821777,22.8,59.6,2022-11-05T08:00:00+00:00
6.8,,,23651,6.223152637,2022-11-05T00:00:00+00:00,,,80,28.13644791,1.8,0.085,93.55125427,5.6,5.8,,28.54140282,137.5469208,14,1.017712235,Vụ 3-2022,,A15N12,834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,A15,8.301038742,,A15N12,1.35,0.432,10.53,1.08,143.3240204,21.48674583,17.22800064,5000,43909.85156,46540.32031,180,311,21.81709671,18.5,62.4,2022-11-05T14:00:00+00:00
6.4,552,,10274,,2022-11-06T00:00:00+00:00,345,1241,,,1.84,0.14,,5.5,6.4,,,,,,,,A15N12,834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,A15,,,A15N12,0,0,0,0,,,,5000,,,182,309,,18.7,,2022-11-06T00:00:00+00:00
