,Date,Season,Vụ nuôi,module_name,ao,Loại ao,Giai đoạn,Công nghệ nuôi,area,Giống tôm,Ngày thả,Tuổi tôm,Time,Mực nước,Nhiệt độ,pH,Độ mặn,TDS,Độ đục,DO,Độ màu,Độ trong,Độ kiềm,Độ cứng,Nitrat,Amoni,Nitrit,Oxy bão hòa,Phosphate (PO43-),Silica,Column1,Size Tôm,Con/Kg,Cường độ sáng,Canxi,Kali,Magie,Thế oxy hóa khử,Tỷ trọng,hoachat_aminox_aqua,hoachat_aqua_c,hoachat_biosol,hoachat_chế_phẩm_vi_sinh__em,hoachat_chế_phẩm_vi_sinh_em,hoachat_doromit,hoachat_genplus,hoachat_kali_belarus,hoachat_kali_canada,hoachat_magie_clorua,hoachat_magnesium_chloride,hoachat_mật_rỉ_đường,hoachat_natri_bicarbonate,hoachat_organic,hoachat_sago_hepasol,hoachat_sodium_bicarbonate,hoachat_toppodine,hoachat_toppond,hoachat_vemevit,hoachat_vi_sinh_hiếu_khí,hoachat_vitapro,hoachat_vôi_nóng,loai_ao,sheet,thucan_beo,thucan_lysine,thucan_protein_tho,thucan_xo_tho,Áp suất thành phần Oxy,Điện trở suất,Điện áp ngoài,Độ dẫn riêng,Độ dẫn thực,Time.1
192,10/14/2022 7:00,Rainy,Vụ 3-2022,A16,A16N12,Circle,Vèo 1,"one period, exchange water",834,MPNT,14.0,26.0,8.0,70.0,28.12681961,8.329128265,23.08172226,23.37920761,12.6,6.565526009,43.0,50.0,163.0,4500.0,0.0,0.12,0.002,95.5782547,0.3,3.1,,,,12511.0,,,,117.8153992,1.013423562,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0,0.0,, A16D6=N12,0.0,0.0,0.0,0.0,146.4326477,26.23562813,17.19199944,35968.01172,38116.10547,10/14/2022 15:00
193,10/14/2022 7:00,Rainy,Vụ 3-2022,A16,A16N12,Circle,Vèo 1,"one period, exchange water",834,MPNT,14.0,26.0,14.0,80.0,29.55981827,8.362565041,23.2406044,23.51511383,20.2,6.336160183,68.0,50.0,159.0,4500.0,0.5,0.55,0.013,94.54812622,0.13,3.65,,,,20114.0,,,,105.3580322,1.013084888,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0,0.0,, A16D6=N12,0.0,0.0,0.0,0.0,144.3653717,25.4272728,17.18300056,36177.09766,39327.85156,10/14/2022 21:00
194,10/15/2022 7:00,Rainy,Vụ 3-2022,A16,A16N12,Circle,Nuôi 1,"one period, exchange water",834,MPNT,15.0,27.0,8.0,50.0,27.2495594,8.205041885,22.66308975,23.00307083,19.4,6.777616501,74.0,43.0,159.0,4500.0,0.0,0.8,0.014,96.98763275,0.63,4.0,,,,9263.0,,,,115.2404785,1.013382196,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0,0.0,, A16D6=N12,0.138,0.0414,0.92,0.069,148.8815613,27.09300423,17.18300056,35389.33984,36909.89844,10/15/2022 15:00
195,10/15/2022 7:00,Rainy,Vụ 3-2022,A16,A16N12,Circle,Nuôi 1,"one period, exchange water",834,MPNT,15.0,27.0,14.0,80.0,27.35262871,8.237530708,22.80396652,23.1312809,13.4,6.597434998,110.0,35.0,163.0,4500.0,0.0,0.97,0.027,,0.55,3.3,,,,10369.0,,,,,,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0,0.0,, A16D6=N12,0.0,0.0,0.0,0.0,,,,,,10/15/2022 21:00
197,10/17/2022 7:00,Rainy,Vụ 3-2022,A16,A16N12,Circle,Nuôi 1,"one period, exchange water",834,MPNT,17.0,29.0,8.0,80.0,28.5952034,8.225448608,23.72082329,23.95884132,21.9,6.665173054,153.0,25.1,149.0,4500.0,0.0,0.98,0.004,98.14027405,1.02,2.85,,,,15223.0,,,,108.6243668,1.013753176,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0,0.0,, A16D6=N12,0.168,0.0504,1.12,0.084,150.1959076,25.38660622,17.20999908,36859.75391,39390.85156,10/17/2022 15:00
198,10/17/2022 7:00,Rainy,Vụ 3-2022,A16,A16N12,Circle,Nuôi 1,"one period, exchange water",834,MPNT,17.0,29.0,14.0,80.0,30.71747589,8.502856255,23.87080002,24.08345795,57.7,6.356717587,247.0,22.3,146.0,4500.0,0.0,1.07,0.006,97.00549316,0.41,3.15,,,,25632.0,,,,102.4302521,1.013172984,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0,0.0,, A16D6=N12,0.15,0.045,1.0,0.075,147.6850433,24.33230019,17.19199944,37051.47266,41097.63672,10/17/2022 21:00
199,10/18/2022 7:00,Rainy,Vụ 3-2022,A16,A16N12,Circle,Nuôi 1,"one period, exchange water",834,MPNT,18.0,30.0,8.0,60.0,28.59326744,8.128868103,20.87478256,21.34641266,81.5,6.525292397,201.0,34.0,151.0,4500.0,0.0,0.18,0.009,94.57134247,0.97,3.35,,,,8293.0,,,,112.1624985,1.011629105,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0,0.0,, A16D6=N12,0.168,0.0504,1.12,0.084,144.7346191,28.49446487,17.20999908,32840.63672,35094.53516,10/18/2022 15:00
200,10/18/2022 7:00,Rainy,Vụ 3-2022,A16,A16N12,Circle,Nuôi 1,"one period, exchange water",834,MPNT,18.0,30.0,14.0,50.0,31.21091843,8.103386383,22.86519623,23.16549873,79.8,6.413448334,147.0,33.0,154.0,4500.0,0.2,0.38,0.002,98.11746216,0.21,2.65,,,,12834.0,,,,118.3303833,1.012259007,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0,0.0,, A16D6=N12,0.168,0.0504,1.12,0.084,149.1837006,25.08336639,17.19199944,35639.23047,39867.05859,10/18/2022 21:00
201,10/19/2022 7:00,Rainy,Vụ 3-2022,A16,A16N12,Circle,Nuôi 1,"one period, exchange water",834,MPNT,19.0,31.0,14.0,80.0,27.43440056,8.111948013,19.638731,20.20467567,73.0,6.662319183,171.0,25.0,165.0,4500.0,0.2,0.22,0.014,94.03265381,0.93,2.1,,,,10251.0,,,,135.0959778,1.011064529,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0,0.0,, A16D6=N12,0.144,0.0432,0.96,0.084,144.2873688,30.74139023,17.18300056,31084.11328,32529.43359,10/19/2022 21:00
202,10/20/2022 7:00,Rainy,Vụ 3-2022,A16,A16N12,Circle,Nuôi 1,"one period, exchange water",834,MPNT,20.0,32.0,8.0,70.0,28.0,8.2,20.0,20.54269218,73.8,7.008294106,163.0,31.0,160.0,4000.0,0.1,0.65,0.012,98.36841583,0.14,3.25,,,,8693.0,,,,136.9318085,1.011466742,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0,0.0,, A16D6=N12,0.2106,0.06318,1.404,0.1155,151.0848389,30.48148918,17.20100021,31604.14063,32806.79688,10/20/2022 15:00
203,10/20/2022 7:00,Rainy,Vụ 3-2022,A16,A16N12,Circle,Nuôi 1,"one period, exchange water",834,MPNT,20.0,32.0,14.0,70.0,27.54873466,8.156419144,20.18501282,20.71280479,62.8,6.493919849,160.0,30.0,161.0,4500.0,0.3,1.05,0.015,92.11563873,0.47,2.15,,,,9635.0,,,,133.4985809,1.011437893,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0,0.0,, A16D6=N12,0.2106,0.06318,1.404,0.1155,141.310318,29.92479134,17.20100021,31865.85547,33417.10938,10/20/2022 21:00
204,10/21/2022 7:00,Rainy,Vụ 3-2022,A16,A16N12,Circle,Nuôi 1,"one period, exchange water",834,MPNT,21.0,33.0,8.0,80.0,27.0,8.0,20.0,20.77495384,62.8,6.863366604,176.0,22.6,155.0,4000.0,0.0,0.66,0.003,96.87085724,0.7,1.6,,,,15321.0,,,,131.6818237,1.011581659,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0,0.0,, A16D6=N12,0.2106,0.06318,1.404,0.1155,148.7071075,30.00695992,17.18300056,31961.4668,33325.60156,10/21/2022 15:00
205,10/21/2022 7:00,Rainy,Vụ 3-2022,A16,A16N12,Circle,Nuôi 1,"one period, exchange water",834,MPNT,21.0,33.0,14.0,80.0,29.67366219,8.429592133,20.89843369,21.36315727,63.6,6.628620148,180.0,32.5,150.0,4000.0,0.6,0.29,0.017,97.82696533,0.26,3.1,,,,25866.0,,,,116.5637054,1.011302471,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0,0.0,, A16D6=N12,0.2106,0.06318,1.404,0.1155,149.3300476,27.93274689,17.20100021,32866.39453,35800.27344,10/21/2022 21:00
206,10/22/2022 7:00,Rainy,Vụ 3-2022,A16,A16N12,Circle,Nuôi 1,"one period, exchange water",834,MPNT,22.0,34.0,8.0,80.0,28.23504066,8.046595573,20.9720726,21.43850899,55.4,6.698073864,166.0,26.0,160.0,4000.0,0.0,0.45,0.04,96.54489899,0.47,2.45,,,,8393.0,,,,122.3405914,1.011813998,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0,0.0,, A16D6=N12,0.36,0.108,2.4,0.21,147.8771515,28.55488777,17.20100021,32982.32031,35020.27344,10/22/2022 15:00
207,10/22/2022 7:00,Rainy,Vụ 3-2022,A16,A16N12,Circle,Nuôi 1,"one period, exchange water",834,MPNT,22.0,34.0,14.0,70.0,29.76384926,8.028660774,19.79592323,20.33981323,47.8,6.47484684,225.0,27.0,157.0,4000.0,0.0,0.5,0.01,95.12122345,0.98,3.12,,,,17526.0,,,,112.1624985,1.01045239,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0,0.0,, A16D6=N12,0.36,0.108,2.4,0.21,145.1674347,29.29178429,17.20100021,31292.02148,34139.26563,10/22/2022 21:00
208,10/23/2022 7:00,Rainy,Vụ 3-2022,A16,A16N12,Circle,Nuôi 1,"one period, exchange water",834,MPNT,23.0,35.0,8.0,90.0,28.0,7.939289093,21.0,21.47165298,66.4,6.404064178,201.0,37.8,158.0,4000.0,0.0,0.04,0.01,92.8640213,0.51,2.6,,,,15855.0,,,,128.1603851,1.011734247,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0,0.0,, A16D6=N12,0.54,0.162,3.6,0.34,142.1259766,28.33481979,17.18300056,33033.3125,35292.26563,10/23/2022 15:00
209,10/23/2022 7:00,Rainy,Vụ 3-2022,A16,A16N12,Circle,Nuôi 1,"one period, exchange water",834,MPNT,23.0,35.0,14.0,80.0,29.76793671,7.919460297,20.75753784,21.2324295,74.5,6.017521381,234.0,35.8,160.0,4000.0,0.0,0.12,0.011,88.87791443,0.62,3.1,,,,25632.0,,,,124.5698013,1.011167049,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0,0.0,, A16D6=N12,0.54,0.162,3.6,0.36,135.63797,28.05834579,17.20999908,32665.27344,35640.01953,10/23/2022 21:00
210,10/24/2022 7:00,Rainy,Vụ 3-2022,A16,A16N12,Circle,Nuôi 1,"one period, exchange water",834,MPNT,24.0,36.0,8.0,80.0,28.91788483,7.881527901,21.60457802,22.01856232,77.4,5.7839818,212.0,35.0,162.0,4000.0,0.0,0.13,0.4,84.6257019,0.89,2.8,,,,9663.0,,,,123.651886,1.012071013,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0,0.0,, A16D6=N12,0.54,0.162,3.6,0.36,129.4148407,27.46527672,17.19199944,33874.71094,36409.60938,10/24/2022 15:00
211,10/24/2022 7:00,Rainy,Vụ 3-2022,A16,A16N12,Circle,Nuôi 1,"one period, exchange water",834,MPNT,24.0,36.0,14.0,80.0,30.6141777,7.807271481,21.71354485,22.11157608,62.1,5.39372921,241.0,32.0,162.0,4500.0,0.0,0.45,0.31,81.20658875,0.77,2.4,,,,26993.0,,,,123.5398331,1.011601567,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0,0.0,, A16D6=N12,0.54,0.162,3.6,0.36,123.6653137,26.54944801,17.19199944,34017.80859,37665.56641,10/24/2022 21:00
212,10/25/2022 7:00,Rainy,Vụ 3-2022,A16,A16N12,Circle,Nuôi 1,"one period, exchange water",834,MPNT,25.0,37.0,8.0,90.0,28.0,7.841171741,21.0,21.65945244,44.5,5.866639137,221.0,22.3,165.0,4000.0,0.0,0.41,0.41,85.31187439,0.98,3.12,,,,12055.0,,,,120.5500641,1.011854291,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0,0.0,, A16D6=N12,0.48,0.144,3.2,0.32,130.5367432,28.03837776,17.19199944,33322.23438,35665.40234,10/25/2022 15:00
213,10/25/2022 7:00,Rainy,Vụ 3-2022,A16,A16N12,Circle,Nuôi 1,"one period, exchange water",834,MPNT,25.0,37.0,14.0,70.0,29.32291222,7.904524803,21.67409897,22.08051109,60.2,6.214787006,241.0,22.1,162.0,4000.0,0.0,0.68,0.46,91.57887268,0.87,3.08,,,,20411.0,,,,114.8423233,1.011993408,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0,0.0,, A16D6=N12,0.48,0.144,3.2,0.32,139.9122925,27.19250679,17.21899986,33970.01563,36774.83594,10/25/2022 21:00
214,10/26/2022 7:00,Rainy,Vụ 3-2022,A16,A16N12,Circle,Nuôi 1,"one period, exchange water",834,MPNT,26.0,38.0,8.0,80.0,28.94200134,7.776237965,22.19003296,22.55692673,44.2,5.64424181,210.0,31.0,166.0,4000.0,0.0,0.47,0.51,82.88252258,0.84,3.4,,,,9635.0,,,,130.0033569,1.012500048,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0,0.0,, A16D6=N12,0.54,0.162,3.6,0.36,126.7418137,26.79827881,17.20999908,34702.96484,37315.82813,10/26/2022 15:00
215,10/26/2022 7:00,Rainy,Vụ 3-2022,A16,A16N12,Circle,Nuôi 1,"one period, exchange water",834,MPNT,26.0,38.0,14.0,80.0,30.45028496,7.748951912,22.27456665,22.62744141,,5.33994627,,31.0,161.0,4000.0,0.1,0.59,0.56,80.42836761,0.73,2.89,,,,21069.0,,,,128.6348419,1.012073278,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0,0.0,, A16D6=N12,0.54,0.162,3.6,0.36,122.5319672,26.0177269,17.20100021,34811.44531,38435.33203,10/26/2022 21:00
216,10/27/2022 7:00,Rainy,Vụ 3-2022,A16,A16N12,Circle,Nuôi 1,"one period, exchange water",834,MPNT,27.0,39.0,8.0,80.0,28.76630402,7.813294888,22.32026863,22.67751312,47.8,6.04262352,252.0,20.8,159.0,4000.0,0.2,2.1,0.027,88.5369339,2.6,4.6,,,,10744.0,,,,64.92224121,1.012653232,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0,0.0,, A16D6=N12,0.96,0.288,6.4,0.64,135.4445801,26.73923302,17.20999908,34888.48047,37398.23047,10/27/2022 15:00
217,10/27/2022 7:00,Rainy,Vụ 3-2022,A16,A16N12,Circle,Nuôi 1,"one period, exchange water",834,MPNT,27.0,39.0,14.0,70.0,28.83095169,7.807826996,21.90938568,22.29964828,44.9,6.084290981,260.0,20.7,160.0,4000.0,0.1,2.0,0.03,89.04076385,2.4,4.3,,,,12014.0,,,,67.09185028,1.012326002,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0,0.0,, A16D6=N12,0.96,0.288,6.4,0.64,136.1945801,27.16103935,17.19199944,34307.14844,36817.44141,10/27/2022 21:00
218,10/28/2022 7:00,Rainy,Vụ 3-2022,A16,A16N12,Circle,Nuôi 1,"one period, exchange water",834,MPNT,28.0,40.0,8.0,60.0,28.29830742,7.782305241,21.98919296,22.37631226,55.3,5.572715759,255.0,32.0,162.0,4000.0,0.13,2.2,0.04,80.8659668,3.1,4.1,,,,9428.0,,,,121.3058472,1.012553692,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0,0.0,, A16D6=N12,0.96,0.288,6.4,0.64,123.843895,27.3270359,17.18300056,34425.09375,36593.79688,10/28/2022 15:00
219,10/28/2022 7:00,Rainy,Vụ 3-2022,A16,A16N12,Circle,Nuôi 1,"one period, exchange water",834,MPNT,28.0,40.0,14.0,60.0,29.58275604,7.859416008,22.42825699,22.77207947,62.0,5.835354805,269.0,30.0,160.0,4000.0,0.22,2.4,0.05,86.71871948,2.8,3.8,,,,13288.0,,,,110.9298706,1.012471795,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0,0.0,, A16D6=N12,0.96,0.288,6.4,0.64,132.4031982,26.2463665,17.20100021,35033.96875,38100.51172,10/28/2022 21:00
220,10/29/2022 7:00,Rainy,Vụ 3-2022,A16,A16N12,Circle,Nuôi 1,"one period, exchange water",834,MPNT,29.0,41.0,8.0,70.0,28.83095169,7.6,21.90938568,22.29964828,44.9,6.084290981,260.0,,160.0,4000.0,0.11,2.6,0.04,,2.77,4.2,,,,,,,,,,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0,0.0,, A16D6=N12,1.02,0.306,6.8,0.68,,,,,,10/29/2022 15:00
221,10/29/2022 7:00,Rainy,Vụ 3-2022,A16,A16N12,Circle,Nuôi 1,"one period, exchange water",834,MPNT,29.0,41.0,14.0,80.0,29.0724678,7.800798416,22.53340721,22.87116051,59.6,5.873931885,270.0,22.6,160.0,4000.0,0.21,2.8,0.07,86.60741425,3.1,4.4,,,,12554.0,,,,115.6982422,1.012714505,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0,0.0,, A16D6=N12,1.02,0.306,6.8,0.68,132.396698,26.36898041,17.20100021,35186.40234,37923.34766,10/29/2022 21:00
222,10/30/2022 7:00,Rainy,Vụ 3-2022,A16,A16N12,Circle,Nuôi 1,"one period, exchange water",834,MPNT,30.0,42.0,8.0,60.0,28.1393795,7.73196888,22.58162117,22.92134666,50.3,5.38244772,267.0,28.0,162.0,4000.0,0.12,2.4,0.03,78.15396118,3.0,4.8,,,,8563.0,,,,120.8385468,1.013045907,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0,0.0,, A16D6=N12,1.02,0.306,6.8,0.68,119.7339783,26.75364113,17.18300056,35263.60938,37378.08984,10/30/2022 15:00
223,10/30/2022 7:00,Rainy,Vụ 3-2022,A16,A16N12,Circle,Nuôi 1,"one period, exchange water",834,MPNT,30.0,42.0,14.0,70.0,29.48282433,7.748439312,22.68582344,23.0085125,55.4,5.486039639,290.0,29.0,163.0,4500.0,0.2,2.1,0.04,81.50881195,2.9,5.1,,,,13628.0,,,,122.0068054,1.012696147,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0,0.0,, A16D6=N12,1.02,0.306,6.8,0.68,124.4790955,26.02233124,17.19199944,35397.71094,38428.53125,10/30/2022 21:00
224,10/31/2022 7:00,Rainy,Vụ 3-2022,A16,A16N12,Circle,Nuôi 1,"one period, exchange water",834,MPNT,31.0,43.0,8.0,90.0,28.18201256,7.741697311,22.73485565,23.0614357,62.4,5.891633034,215.0,20.4,165.0,4500.0,0.6,3.4,0.08,85.68175507,2.8,5.6,,,,12877.0,,,,124.729538,1.013146996,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0,0.0,, A16D6=N12,0.96,0.288,6.4,0.64,131.2540283,26.57070732,17.20100021,35479.13281,37635.42969,10/31/2022 15:00
225,10/31/2022 7:00,Rainy,Vụ 3-2022,A16,A16N12,Circle,Nuôi 1,"one period, exchange water",834,MPNT,31.0,43.0,14.0,70.0,29.91580391,7.741433144,22.54943275,22.88152885,55.9,5.756223202,255.0,19.8,168.0,4500.0,0.75,3.8,0.06,86.07115936,3.1,6.2,,,,20511.0,,,,115.7649994,1.012453675,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0,0.0,, A16D6=N12,0.0,0.0,0.0,0.0,131.3062439,25.96892166,17.19199944,35202.35156,38507.56641,10/31/2022 21:00
226,11/1/2022 7:00,Dry,Vụ 3-2022,A16,A16N12,Circle,Nuôi 1,"one period, exchange water",834,MPNT,32.0,44.0,8.0,80.0,28.27908897,7.847598076,23.04571533,23.36303329,66.4,5.964237213,235.0,21.0,170.0,4500.0,0.86,4.2,0.12,84.12504578,3.4,4.7,,,,9365.0,,,,123.6733475,1.01396215,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0,0.0,, A16D6=N12,1.08,0.324,7.2,0.72,129.4019165,27.15823936,17.21899986,35943.125,,11/1/2022 15:00
241,11/8/2022 7:00,Dry,Vụ 3-2022,A16,A16N12,Circle,Nuôi 1,"one period, exchange water",834,MPNT,39.0,51.0,14.0,80.0,29.58239746,7.76358366,24.24927902,24.4327507,66.9,5.190411091,311.0,22.1,170.0,5000.0,1.2,6.1,0.09,77.91243744,5.4,5.4,,,,13525.0,,,,114.2081299,1.013829827,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0,0.0,, A16D6=N12,0.9,0.27,6.0,0.6,118.957756,24.46257782,17.19199944,37588.84766,,11/8/2022 21:00
243,11/9/2022 7:00,Dry,Vụ 3-2022,A16,A16N12,Circle,Nuôi 1,"one period, exchange water",834,MPNT,40.0,52.0,14.0,80.0,29.9710331,8.591718674,25.30243874,28.06759071,63.5,6.429638386,304.0,20.1,170.0,5000.0,1.1,6.9,0.12,99.32331848,6.5,6.4,,,,25121.0,,,,137.8020325,1.016727328,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0,0.0,, A16D6=N12,1.2,0.36,8.0,0.8,151.5022125,21.15023613,17.21899986,43180.91016,47280.79688,11/9/2022 21:00
262,11/19/2022 7:00,Dry,Vụ 3-2022,A16,A16N12,Circle,Nuôi 1,"one period, exchange water",834,MPNT,50.0,62.0,8.0,90.0,27.40639496,7.716532707,26.59998322,26.57196045,55.6,5.761631489,286.0,20.6,170.0,5000.0,1.3,7.3,0.13,84.51125336,5.6,6.7,,,,10112.0,606.0,432.0,1276.0,98.37475586,1.016281724,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0,0.0,, A16D6=N12,1.5,0.425,9.75,1.0,129.6853027,23.3869648,17.18300056,40879.9375,42758.86328,11/19/2022 15:00
263,11/19/2022 7:00,Dry,Vụ 3-2022,A16,A16N12,Circle,Nuôi 1,"one period, exchange water",834,MPNT,50.0,62.0,14.0,90.0,28.08415604,7.718375683,24.69746208,24.84988403,68.3,5.694204807,296.0,20.3,168.0,5000.0,1.5,6.9,0.16,83.58375549,5.8,7.1,,,,20110.0,,,,103.7344055,1.01464498,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0,0.0,, A16D6=N12,3.0,0.85,19.5,2.0,128.0686188,24.70193863,17.20100021,38230.58984,40482.65234,11/19/2022 21:00
264,11/20/2022 7:00,Dry,Vụ 3-2022,A16,A16N12,Circle,Nuôi 1,"one period, exchange water",834,MPNT,51.0,63.0,8.0,90.0,26.1319492,7.859164632,22.19737319,36.26491997,55.6,5.986169491,278.0,22.3,163.0,5000.0,1.63,8.6,0.13,68.56198642,6.3,6.8,,,,10211.0,589.0,449.0,1236.0,32.13797647,1.023197648,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0,0.0,, A16D6=N12,3.12,0.884,20.28,2.08,80.26197962,30.26499461,17.21943185,38651.04395,,11/20/2022 15:00
265,11/20/2022 7:00,Dry,Vụ 3-2022,A16,A16N12,Circle,Nuôi 1,"one period, exchange water",834,MPNT,51.0,63.0,14.0,90.0,26.11793732,8.021637949,22.01349499,36.16797001,59.8,6.231976484,301.0,20.9,165.0,5000.0,1.55,8.4,0.14,77.49161949,6.4,6.2,,,,12011.0,,,,34.23191994,1.02329462,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0,0.0,, A16D6=N12,3.12,0.884,20.28,2.08,65.16497592,29.83167997,17.2319799,40213.01946,,11/20/2022 21:00
266,11/21/2022 7:00,Dry,Vụ 3-2022,A16,A16N12,Circle,Nuôi 1,"one period, exchange water",834,MPNT,52.0,64.0,8.0,100.0,26.86797333,7.692871571,26.5442791,26.528265,61.3,5.581571102,310.0,20.3,167.0,5500.0,1.68,8.7,0.16,81.10476685,6.5,6.3,,,,10211.0,590.0,442.0,1273.0,114.351181,1.016406775,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0,0.0,, A16D6=N12,3.24,0.918,21.06,2.16,124.6024704,23.65808868,17.19199944,40812.71484,42268.83984,11/21/2022 15:00
267,11/21/2022 7:00,Dry,Vụ 3-2022,A16,A16N12,Circle,Nuôi 1,"one period, exchange water",834,MPNT,52.0,64.0,14.0,100.0,26.87583351,7.691568375,26.38753014,26.56700325,58.2,5.552498341,311.0,32.1,166.0,5500.0,1.61,8.74,0.15,80.71258545,6.3,6.6,,,,18211.0,,,,116.4564209,1.016436934,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0,0.0,, A16D6=N12,3.24,0.918,21.06,2.16,123.9979095,23.62016678,17.20100021,40872.3125,42336.70313,11/21/2022 21:00
268,11/22/2022 7:00,Dry,Vụ 3-2022,A16,A16N12,Circle,Nuôi 1,"one period, exchange water",834,MPNT,53.0,65.0,8.0,100.0,25.76346397,7.622101212,26.54274368,26.52431107,53.6,5.947422504,311.0,23.1,167.0,5000.0,1.61,8.76,0.16,86.02980042,6.3,6.7,,,,10118.0,583.0,335.0,1232.0,103.3648529,1.016436934,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0,0.0,, A16D6=N12,3.36,0.952,21.84,2.24,132.1989899,23.70535278,17.19199944,40812.64453,42184.56641,11/22/2022 15:00
