farm,Độ mặn,Nhiệt độ,saturated_oxygen,oxygen_component_pressure,redox,external_voltage,module,module_name,Tuổi tôm,Date,pH,Độ kiềm,nitrit_kit,tan,type3,Season,Loại ao,Giống tôm,Công nghệ nuôi,Mực nước,Vụ nuôi,Time,ao,Độ cứng,Độ màu,area,Ngày thả,Tuổi tôm.1,Độ trong,TDS
Farm_Mien_Nam,30.29649734,30.46286583,89.0377655,135.6439209,-31.253582,17.15600014,Khu_2,2A1,44.0,2024-06-01,7.8,104.0,0.08,0.4,Culture Pond,Rainy,Rectangle,Vietuc,"two period, grow, exchange water",75.8,Vụ 1,8.0,2A1,4605,275,834,67,81,22.5,0
Farm_Mien_Nam,30.29649734,30.46286583,89.0377655,135.6439209,-31.253582,17.15600014,Khu_2,2A1,44.0,2024-06-01,7.8,104.0,0.03,0.4,Culture Pond,Rainy,Rectangle,Vietuc,"two period, grow, exchange water",85.0,Vụ 1,8.0,2A1,4605,275,834,67,81,22.5,0
Farm_Mien_Nam,30.29649734,30.46286583,89.0377655,135.6439209,-31.253582,17.15600014,Khu_2,2A1,44.0,2024-06-01,7.8,104.0,0.08,0.4,Culture Pond,Rainy,Rectangle,Vietuc,"two period, grow, exchange water",90.0,Vụ 1,8.0,2A1,4605,275,834,67,81,22.5,0
Farm_Mien_Nam,30.29649734,30.46286583,89.0377655,135.6439209,-31.253582,17.15600014,Khu_2,2A1,44.0,2024-06-01,7.8,104.0,0.03,0.4,Culture Pond,Rainy,Rectangle,Vietuc,"two period, grow, exchange water",85.0,Vụ 1,8.0,2A1,4605,275,834,67,81,22.5,0
Farm_Mien_Nam,30.29649734,30.46286583,89.0377655,135.6439209,-31.253582,17.15600014,Khu_2,2A1,44.0,2024-06-01,7.9,115.0,0.06,0.3,Culture Pond,Rainy,Rectangle,Vietuc,"two period, grow, exchange water",85.0,Vụ 1,8.0,2A1,4605,275,834,67,81,22.5,0
Farm_Mien_Nam,30.29509926,30.63156891,106.1435242,161.6332092,-25.10715103,17.16500092,Khu_2,2A3,44.0,2024-06-01,7.8,103.0,0.01,0.3,Culture Pond,Rainy,Rectangle,Vietuc,"two period, grow, exchange water",75.8,Vụ 1,8.0,2A3,4605,275,834,67,81,22.5,0
Unknown,34.4486351,31.05448532,94.98466492,143.87117,-24.79482269,17.18300056,Khu_2,2A3,45.0,2024-06-02,8.0,87.0,0.04,0.2,Culture Pond,Rainy,Rectangle,Vietuc,"two period, grow, exchange water",75.8,Vụ 1,8.0,2A3,4605,275,834,68,82,22.5,0
Farm_Mien_Nam,32.7001915,32.49571228,103.2127838,156.3750153,-24.63746643,17.19199944,Khu_2,2A2,48.0,2024-06-05,7.9,108.0,0.04,0.2,Culture Pond,Rainy,Rectangle,Vietuc,"two period, grow, exchange water",90.0,Vụ 1,8.0,2A2,4605,275,834,68,82,22.5,0
Unknown,34.4486351,31.05448532,94.98466492,143.87117,-24.79482269,17.18300056,Khu_2,2A2,49.0,2024-06-06,7.9,105.0,0.04,0.3,Culture Pond,Rainy,Rectangle,Vietuc,"two period, grow, exchange water",90.0,Vụ 1,8.0,2A2,4605,275,834,69,83,22.5,0
Farm_Mien_Nam,33.60736465,31.54838562,110.0056,167.1071167,-17.50159836,17.17399979,Khu_2,2A3,50.0,2024-06-07,7.7,110.0,0.04,0.7,Culture Pond,Rainy,Rectangle,Vietuc,"two period, grow, exchange water",85.0,Vụ 1,8.0,2A3,4605,275,834,73,87,22.5,0
Farm_Mien_Nam,33.79057312,31.72322464,102.856987,156.173233,-25.76280212,17.16500092,Khu_2,2A4,50.0,2024-06-07,7.9,127.0,0.03,0.5,Culture Pond,Rainy,Rectangle,Vietuc,"two period, grow, exchange water",90.0,Vụ 1,8.0,2A4,4605,275,834,39,53,22.5,0
Farm_Mien_Nam,34.4486351,32.44811249,103.4497604,156.7553101,276.8850098,17.26399994,Khu_2,2A5,12.0,2024-04-30,8.1,129.0,0.03,0.5,Culture Pond,Dry,Rectangle,Vietuc,"two period, grow, exchange water",75.8,Vụ 1,8.0,2A5,4605,275,834,35,49,22.5,0
Farm_Mien_Nam,34.4486351,31.68264008,106.4819031,161.6950989,145.3208466,17.25499916,Khu_2,2A1,12.0,2024-04-30,8.1,125.0,0.05,0.3,Culture Pond,Dry,Rectangle,Vietuc,"two period, grow, exchange water",75.8,Vụ 1,8.0,2A1,4605,275,834,35,49,22.5,0
Farm_Mien_Nam,30.39936829,30.54050636,105.9534683,161.3817596,-28.24473953,17.17399979,Khu_2,2B8,44.0,2024-06-01,7.8,143.0,0.01,0.2,Culture Pond,Rainy,Rectangle,Vietuc,"two period, grow, exchange water",90.0,Vụ 1,8.0,2B8,4605,275,834,28,42,22.5,0
Unknown,34.4486351,31.05448532,94.98466492,143.87117,-24.79482269,17.18300056,Khu_2,2A4,45.0,2024-06-02,8.0,84.0,0.04,0.2,Culture Pond,Rainy,Rectangle,Vietuc,"two period, grow, exchange water",75.8,Vụ 1,8.0,2A4,4605,275,834,34,48,22.5,0
Farm_Mien_Nam,29.69726753,30.89567947,105.7061539,160.8562775,-26.7069397,17.20999908,Khu_2,2B8,42.0,2024-05-30,7.4,65.0,0.04,0.1,Culture Pond,Rainy,Rectangle,Vietuc,"two period, grow, exchange water",75.8,Vụ 1,8.0,2B8,4605,275,834,26,40,22.5,0
Farm_Mien_Nam,29.69726753,30.89567947,105.7061539,160.8562775,-26.7069397,17.20999908,Khu_2,2B8,42.0,2024-05-30,7.4,65.0,0.01,0.1,Culture Pond,Rainy,Rectangle,Vietuc,"two period, grow, exchange water",90.0,Vụ 1,8.0,2B8,4605,275,834,26,40,22.5,0
Farm_Mien_Nam,29.69726753,30.89567947,105.7061539,160.8562775,-26.7069397,17.20999908,Khu_2,2B8,42.0,2024-05-30,7.4,65.0,0.02,0.1,Culture Pond,Rainy,Rectangle,Vietuc,"two period, grow, exchange water",85.0,Vụ 1,8.0,2B8,4605,275,834,26,40,22.5,0
Farm_Mien_Nam,29.69726753,30.89567947,105.7061539,160.8562775,-26.7069397,17.20999908,Khu_2,2B8,42.0,2024-05-30,7.4,88.0,0.04,0.1,Culture Pond,Rainy,Rectangle,Vietuc,"two period, grow, exchange water",75.8,Vụ 1,8.0,2B8,4605,275,834,26,40,22.5,0
Farm_Mien_Nam,29.69726753,30.89567947,105.7061539,160.8562775,-26.7069397,17.20999908,Khu_2,2B8,42.0,2024-05-30,7.4,88.0,0.01,0.1,Culture Pond,Rainy,Rectangle,Vietuc,"two period, grow, exchange water",85.0,Vụ 1,8.0,2B8,4605,275,834,26,40,22.5,0
Farm_Mien_Nam,29.69726753,30.89567947,105.7061539,160.8562775,-26.7069397,17.20999908,Khu_2,2B8,42.0,2024-05-30,7.4,88.0,0.02,0.1,Culture Pond,Rainy,Rectangle,Vietuc,"two period, grow, exchange water",75.8,Vụ 1,8.0,2B8,4605,275,834,26,40,22.5,0
Farm_Mien_Nam,29.69726753,30.89567947,105.7061539,160.8562775,-26.7069397,17.20999908,Khu_2,2B8,42.0,2024-05-30,7.4,88.0,0.04,0.2,Culture Pond,Rainy,Rectangle,Vietuc,"two period, grow, exchange water",90.0,Vụ 1,8.0,2B8,4605,275,834,26,40,22.5,0
Farm_Mien_Nam,29.69726753,30.89567947,105.7061539,160.8562775,-26.7069397,17.20999908,Khu_2,2B8,42.0,2024-05-30,7.4,88.0,0.01,0.2,Culture Pond,Rainy,Rectangle,Vietuc,"two period, grow, exchange water",75.8,Vụ 1,8.0,2B8,4605,275,834,26,40,22.5,0
Farm_Mien_Nam,29.69726753,30.89567947,105.7061539,160.8562775,-26.7069397,17.20999908,Khu_2,2B8,42.0,2024-05-30,7.4,88.0,0.02,0.2,Culture Pond,Rainy,Rectangle,Vietuc,"two period, grow, exchange water",85.0,Vụ 1,8.0,2B8,4605,275,834,26,40,22.5,0
Farm_Mien_Nam,29.69726753,30.89567947,105.7061539,160.8562775,-26.7069397,17.20999908,Khu_2,2B8,42.0,2024-05-30,7.4,88.0,0.04,0.1,Culture Pond,Rainy,Rectangle,Vietuc,"two period, grow, exchange water",75.8,Vụ 1,8.0,2B8,4605,275,834,26,40,22.5,0
Farm_Mien_Nam,29.69726753,30.89567947,105.7061539,160.8562775,-26.7069397,17.20999908,Khu_2,2B8,42.0,2024-05-30,7.4,88.0,0.01,0.1,Culture Pond,Rainy,Rectangle,Vietuc,"two period, grow, exchange water",90.0,Vụ 1,8.0,2B8,4605,275,834,26,40,22.5,0
Farm_Mien_Nam,29.69726753,30.89567947,105.7061539,160.8562775,-26.7069397,17.20999908,Khu_2,2B8,42.0,2024-05-30,7.4,88.0,0.02,0.1,Culture Pond,Rainy,Rectangle,Vietuc,"two period, grow, exchange water",85.0,Vụ 1,8.0,2B8,4605,275,834,26,40,22.5,0
Farm_Mien_Nam,29.69726753,30.89567947,105.7061539,160.8562775,-26.7069397,17.20999908,Khu_2,2B8,42.0,2024-05-30,7.6,78.0,0.04,0.1,Culture Pond,Rainy,Rectangle,Vietuc,"two period, grow, exchange water",75.8,Vụ 1,8.0,2B8,4605,275,834,26,40,22.5,0
Farm_Mien_Nam,29.69726753,30.89567947,105.7061539,160.8562775,-26.7069397,17.20999908,Khu_2,2B8,42.0,2024-05-30,7.6,78.0,0.01,0.1,Culture Pond,Rainy,Rectangle,Vietuc,"two period, grow, exchange water",85.0,Vụ 1,8.0,2B8,4605,275,834,26,40,22.5,0
Farm_Mien_Nam,29.69726753,30.89567947,105.7061539,160.8562775,-26.7069397,17.20999908,Khu_2,2B8,42.0,2024-05-30,7.6,78.0,0.02,0.1,Culture Pond,Rainy,Rectangle,Vietuc,"two period, grow, exchange water",75.8,Vụ 1,8.0,2B8,4605,275,834,26,40,22.5,0
Farm_Mien_Nam,29.69726753,30.89567947,105.7061539,160.8562775,-26.7069397,17.20999908,Khu_2,2B8,42.0,2024-05-30,7.6,78.0,0.04,0.2,Culture Pond,Rainy,Rectangle,Vietuc,"two period, grow, exchange water",75.8,Vụ 1,8.0,2B8,4605,275,834,26,40,22.5,0
Farm_Mien_Nam,29.69726753,30.89567947,105.7061539,160.8562775,-26.7069397,17.20999908,Khu_2,2B8,42.0,2024-05-30,7.6,78.0,0.01,0.2,Culture Pond,Rainy,Rectangle,Vietuc,"two period, grow, exchange water",90.0,Vụ 1,8.0,2B8,4605,275,834,26,40,22.5,0
Farm_Mien_Nam,29.69726753,30.89567947,105.7061539,160.8562775,-26.7069397,17.20999908,Khu_2,2B8,42.0,2024-05-30,7.6,78.0,0.02,0.2,Culture Pond,Rainy,Rectangle,Vietuc,"two period, grow, exchange water",90.0,Vụ 1,8.0,2B8,4605,275,834,26,40,22.5,0
Farm_Mien_Nam,29.69726753,30.89567947,105.7061539,160.8562775,-26.7069397,17.20999908,Khu_2,2B8,42.0,2024-05-30,7.6,78.0,0.04,0.1,Culture Pond,Rainy,Rectangle,Vietuc,"two period, grow, exchange water",90.0,Vụ 1,8.0,2B8,4605,275,834,26,40,22.5,0
Farm_Mien_Nam,29.69726753,30.89567947,105.7061539,160.8562775,-26.7069397,17.20999908,Khu_2,2B8,42.0,2024-05-30,7.6,78.0,0.01,0.1,Culture Pond,Rainy,Rectangle,Vietuc,"two period, grow, exchange water",75.8,Vụ 1,8.0,2B8,4605,275,834,26,40,22.5,0
Farm_Mien_Nam,29.69726753,30.89567947,105.7061539,160.8562775,-26.7069397,17.20999908,Khu_2,2B8,42.0,2024-05-30,7.6,78.0,0.02,0.1,Culture Pond,Rainy,Rectangle,Vietuc,"two period, grow, exchange water",85.0,Vụ 1,8.0,2B8,4605,275,834,26,40,22.5,0
Farm_Mien_Nam,29.69726753,30.89567947,105.7061539,160.8562775,-26.7069397,17.20999908,Khu_2,2B8,42.0,2024-05-30,7.6,65.0,0.04,0.1,Culture Pond,Rainy,Rectangle,Vietuc,"two period, grow, exchange water",90.0,Vụ 1,8.0,2B8,4605,275,834,26,40,22.5,0
Farm_Mien_Nam,29.69726753,30.89567947,105.7061539,160.8562775,-26.7069397,17.20999908,Khu_2,2B8,42.0,2024-05-30,7.6,65.0,0.01,0.1,Culture Pond,Rainy,Rectangle,Vietuc,"two period, grow, exchange water",85.0,Vụ 1,8.0,2B8,4605,275,834,26,40,22.5,0
Farm_Mien_Nam,29.69726753,30.89567947,105.7061539,160.8562775,-26.7069397,17.20999908,Khu_2,2B8,42.0,2024-05-30,7.6,65.0,0.02,0.1,Culture Pond,Rainy,Rectangle,Vietuc,"two period, grow, exchange water",85.0,Vụ 1,8.0,2B8,4605,275,834,26,40,22.5,0
Farm_Mien_Nam,29.69726753,30.89567947,105.7061539,160.8562775,-26.7069397,17.20999908,Khu_2,2B8,42.0,2024-05-30,7.6,65.0,0.04,0.2,Culture Pond,Rainy,Rectangle,Vietuc,"two period, grow, exchange water",90.0,Vụ 1,8.0,2B8,4605,275,834,26,40,22.5,0
Farm_Mien_Nam,29.69726753,30.89567947,105.7061539,160.8562775,-26.7069397,17.20999908,Khu_2,2B8,42.0,2024-05-30,7.6,65.0,0.01,0.2,Culture Pond,Rainy,Rectangle,Vietuc,"two period, grow, exchange water",75.8,Vụ 1,8.0,2B8,4605,275,834,26,40,22.5,0
Farm_Mien_Nam,29.69726753,30.89567947,105.7061539,160.8562775,-26.7069397,17.20999908,Khu_2,2B8,42.0,2024-05-30,7.6,65.0,0.02,0.2,Culture Pond,Rainy,Rectangle,Vietuc,"two period, grow, exchange water",75.8,Vụ 1,8.0,2B8,4605,275,834,26,40,22.5,0
Farm_Mien_Nam,29.69726753,30.89567947,105.7061539,160.8562775,-26.7069397,17.20999908,Khu_2,2B8,42.0,2024-05-30,7.6,65.0,0.04,0.1,Culture Pond,Rainy,Rectangle,Vietuc,"two period, grow, exchange water",90.0,Vụ 1,8.0,2B8,4605,275,834,26,40,22.5,0
Farm_Mien_Nam,29.69726753,30.89567947,105.7061539,160.8562775,-26.7069397,17.20999908,Khu_2,2B8,42.0,2024-05-30,7.6,65.0,0.01,0.1,Culture Pond,Rainy,Rectangle,Vietuc,"two period, grow, exchange water",75.8,Vụ 1,8.0,2B8,4605,275,834,26,40,22.5,0
Farm_Mien_Nam,29.69726753,30.89567947,105.7061539,160.8562775,-26.7069397,17.20999908,Khu_2,2B8,42.0,2024-05-30,7.6,65.0,0.02,0.1,Culture Pond,Rainy,Rectangle,Vietuc,"two period, grow, exchange water",85.0,Vụ 1,8.0,2B8,4605,275,834,26,40,22.5,0
Farm_Mien_Nam,29.69726753,30.89567947,105.7061539,160.8562775,-26.7069397,17.20999908,Khu_2,2B8,42.0,2024-05-30,7.6,88.0,0.04,0.1,Culture Pond,Rainy,Rectangle,Vietuc,"two period, grow, exchange water",85.0,Vụ 1,8.0,2B8,4605,275,834,26,40,22.5,0
Farm_Mien_Nam,29.69726753,30.89567947,105.7061539,160.8562775,-26.7069397,17.20999908,Khu_2,2B8,42.0,2024-05-30,7.6,88.0,0.01,0.1,Culture Pond,Rainy,Rectangle,Vietuc,"two period, grow, exchange water",85.0,Vụ 1,8.0,2B8,4605,275,834,26,40,22.5,0
Farm_Mien_Nam,29.69726753,30.89567947,105.7061539,160.8562775,-26.7069397,17.20999908,Khu_2,2B8,42.0,2024-05-30,7.6,88.0,0.02,0.1,Culture Pond,Rainy,Rectangle,Vietuc,"two period, grow, exchange water",85.0,Vụ 1,8.0,2B8,4605,275,834,26,40,22.5,0
Farm_Mien_Nam,29.69726753,30.89567947,105.7061539,160.8562775,-26.7069397,17.20999908,Khu_2,2B8,42.0,2024-05-30,7.6,88.0,0.04,0.2,Culture Pond,Rainy,Rectangle,Vietuc,"two period, grow, exchange water",85.0,Vụ 1,8.0,2B8,4605,275,834,26,40,22.5,0
Farm_Mien_Nam,29.69726753,30.89567947,105.7061539,160.8562775,-26.7069397,17.20999908,Khu_2,2B8,42.0,2024-05-30,7.6,88.0,0.01,0.2,Culture Pond,Rainy,Rectangle,Vietuc,"two period, grow, exchange water",90.0,Vụ 1,8.0,2B8,4605,275,834,26,40,22.5,0
Farm_Mien_Nam,29.69726753,30.89567947,105.7061539,160.8562775,-26.7069397,17.20999908,Khu_2,2B8,42.0,2024-05-30,7.6,88.0,0.02,0.2,Culture Pond,Rainy,Rectangle,Vietuc,"two period, grow, exchange water",90.0,Vụ 1,8.0,2B8,4605,275,834,26,40,22.5,0
Farm_Mien_Nam,29.69726753,30.89567947,105.7061539,160.8562775,-26.7069397,17.20999908,Khu_2,2B8,42.0,2024-05-30,7.6,88.0,0.04,0.1,Culture Pond,Rainy,Rectangle,Vietuc,"two period, grow, exchange water",75.8,Vụ 1,8.0,2B8,4605,275,834,26,40,22.5,0
Farm_Mien_Nam,29.69726753,30.89567947,105.7061539,160.8562775,-26.7069397,17.20999908,Khu_2,2B8,42.0,2024-05-30,7.6,88.0,0.01,0.1,Culture Pond,Rainy,Rectangle,Vietuc,"two period, grow, exchange water",75.8,Vụ 1,8.0,2B8,4605,275,834,26,40,22.5,0
Farm_Mien_Nam,29.69726753,30.89567947,105.7061539,160.8562775,-26.7069397,17.20999908,Khu_2,2B8,42.0,2024-05-30,7.6,88.0,0.02,0.1,Culture Pond,Rainy,Rectangle,Vietuc,"two period, grow, exchange water",75.8,Vụ 1,8.0,2B8,4605,275,834,26,40,22.5,0
Farm_Mien_Nam,29.69726753,30.89567947,105.7061539,160.8562775,-26.7069397,17.20999908,Khu_2,2B8,42.0,2024-05-30,7.8,78.0,0.04,0.1,Culture Pond,Rainy,Rectangle,Vietuc,"two period, grow, exchange water",90.0,Vụ 1,8.0,2B8,4605,275,834,26,40,22.5,0
Farm_Mien_Nam,29.69726753,30.89567947,105.7061539,160.8562775,-26.7069397,17.20999908,Khu_2,2B8,42.0,2024-05-30,7.8,78.0,0.01,0.1,Culture Pond,Rainy,Rectangle,Vietuc,"two period, grow, exchange water",85.0,Vụ 1,8.0,2B8,4605,275,834,26,40,22.5,0
Farm_Mien_Nam,29.69726753,30.89567947,105.7061539,160.8562775,-26.7069397,17.20999908,Khu_2,2B8,42.0,2024-05-30,7.8,78.0,0.02,0.1,Culture Pond,Rainy,Rectangle,Vietuc,"two period, grow, exchange water",75.8,Vụ 1,8.0,2B8,4605,275,834,26,40,22.5,0
Farm_Mien_Nam,29.69726753,30.89567947,105.7061539,160.8562775,-26.7069397,17.20999908,Khu_2,2B8,42.0,2024-05-30,7.8,78.0,0.04,0.2,Culture Pond,Rainy,Rectangle,Vietuc,"two period, grow, exchange water",85.0,Vụ 1,8.0,2B8,4605,275,834,26,40,22.5,0
Farm_Mien_Nam,29.69726753,30.89567947,105.7061539,160.8562775,-26.7069397,17.20999908,Khu_2,2B8,42.0,2024-05-30,7.8,78.0,0.01,0.2,Culture Pond,Rainy,Rectangle,Vietuc,"two period, grow, exchange water",85.0,Vụ 1,8.0,2B8,4605,275,834,26,40,22.5,0
Farm_Mien_Nam,29.69726753,30.89567947,105.7061539,160.8562775,-26.7069397,17.20999908,Khu_2,2B8,42.0,2024-05-30,7.8,78.0,0.02,0.2,Culture Pond,Rainy,Rectangle,Vietuc,"two period, grow, exchange water",85.0,Vụ 1,8.0,2B8,4605,275,834,26,40,22.5,0
Farm_Mien_Nam,29.69726753,30.89567947,105.7061539,160.8562775,-26.7069397,17.20999908,Khu_2,2B8,42.0,2024-05-30,7.8,78.0,0.04,0.1,Culture Pond,Rainy,Rectangle,Vietuc,"two period, grow, exchange water",85.0,Vụ 1,8.0,2B8,4605,275,834,26,40,22.5,0
Farm_Mien_Nam,29.69726753,30.89567947,105.7061539,160.8562775,-26.7069397,17.20999908,Khu_2,2B8,42.0,2024-05-30,7.8,78.0,0.01,0.1,Culture Pond,Rainy,Rectangle,Vietuc,"two period, grow, exchange water",75.8,Vụ 1,8.0,2B8,4605,275,834,26,40,22.5,0
Farm_Mien_Nam,29.69726753,30.89567947,105.7061539,160.8562775,-26.7069397,17.20999908,Khu_2,2B8,42.0,2024-05-30,7.8,78.0,0.02,0.1,Culture Pond,Rainy,Rectangle,Vietuc,"two period, grow, exchange water",75.8,Vụ 1,8.0,2B8,4605,275,834,26,40,22.5,0
Farm_Mien_Nam,29.69726753,30.89567947,105.7061539,160.8562775,-26.7069397,17.20999908,Khu_2,2B8,42.0,2024-05-30,7.8,65.0,0.04,0.1,Culture Pond,Rainy,Rectangle,Vietuc,"two period, grow, exchange water",75.8,Vụ 1,8.0,2B8,4605,275,834,26,40,22.5,0
Farm_Mien_Nam,29.69726753,30.89567947,105.7061539,160.8562775,-26.7069397,17.20999908,Khu_2,2B8,42.0,2024-05-30,7.8,65.0,0.01,0.1,Culture Pond,Rainy,Rectangle,Vietuc,"two period, grow, exchange water",75.8,Vụ 1,8.0,2B8,4605,275,834,26,40,22.5,0
Farm_Mien_Nam,29.69726753,30.89567947,105.7061539,160.8562775,-26.7069397,17.20999908,Khu_2,2B8,42.0,2024-05-30,7.8,65.0,0.02,0.1,Culture Pond,Rainy,Rectangle,Vietuc,"two period, grow, exchange water",90.0,Vụ 1,8.0,2B8,4605,275,834,26,40,22.5,0
Farm_Mien_Nam,29.69726753,30.89567947,105.7061539,160.8562775,-26.7069397,17.20999908,Khu_2,2B8,42.0,2024-05-30,7.8,65.0,0.04,0.2,Culture Pond,Rainy,Rectangle,Vietuc,"two period, grow, exchange water",90.0,Vụ 1,8.0,2B8,4605,275,834,26,40,22.5,0
Farm_Mien_Nam,29.69726753,30.89567947,105.7061539,160.8562775,-26.7069397,17.20999908,Khu_2,2B8,42.0,2024-05-30,7.8,65.0,0.01,0.2,Culture Pond,Rainy,Rectangle,Vietuc,"two period, grow, exchange water",85.0,Vụ 1,8.0,2B8,4605,275,834,26,40,22.5,0
Farm_Mien_Nam,29.69726753,30.89567947,105.7061539,160.8562775,-26.7069397,17.20999908,Khu_2,2B8,42.0,2024-05-30,7.8,65.0,0.02,0.2,Culture Pond,Rainy,Rectangle,Vietuc,"two period, grow, exchange water",85.0,Vụ 1,8.0,2B8,4605,275,834,26,40,22.5,0
Farm_Mien_Nam,29.69726753,30.89567947,105.7061539,160.8562775,-26.7069397,17.20999908,Khu_2,2B8,42.0,2024-05-30,7.8,65.0,0.04,0.1,Culture Pond,Rainy,Rectangle,Vietuc,"two period, grow, exchange water",90.0,Vụ 1,8.0,2B8,4605,275,834,26,40,22.5,0
Farm_Mien_Nam,29.69726753,30.89567947,105.7061539,160.8562775,-26.7069397,17.20999908,Khu_2,2B8,42.0,2024-05-30,7.8,65.0,0.01,0.1,Culture Pond,Rainy,Rectangle,Vietuc,"two period, grow, exchange water",75.8,Vụ 1,8.0,2B8,4605,275,834,26,40,22.5,0
Farm_Mien_Nam,29.69726753,30.89567947,105.7061539,160.8562775,-26.7069397,17.20999908,Khu_2,2B8,42.0,2024-05-30,7.8,65.0,0.02,0.1,Culture Pond,Rainy,Rectangle,Vietuc,"two period, grow, exchange water",90.0,Vụ 1,8.0,2B8,4605,275,834,26,40,22.5,0
Farm_Mien_Nam,29.69726753,30.89567947,105.7061539,160.8562775,-26.7069397,17.20999908,Khu_2,2B8,42.0,2024-05-30,7.8,88.0,0.04,0.1,Culture Pond,Rainy,Rectangle,Vietuc,"two period, grow, exchange water",90.0,Vụ 1,8.0,2B8,4605,275,834,26,40,22.5,0
Farm_Mien_Nam,29.69726753,30.89567947,105.7061539,160.8562775,-26.7069397,17.20999908,Khu_2,2B8,42.0,2024-05-30,7.8,88.0,0.01,0.1,Culture Pond,Rainy,Rectangle,Vietuc,"two period, grow, exchange water",75.8,Vụ 1,8.0,2B8,4605,275,834,26,40,22.5,0
Farm_Mien_Nam,29.69726753,30.89567947,105.7061539,160.8562775,-26.7069397,17.20999908,Khu_2,2B8,42.0,2024-05-30,7.8,88.0,0.02,0.1,Culture Pond,Rainy,Rectangle,Vietuc,"two period, grow, exchange water",90.0,Vụ 1,8.0,2B8,4605,275,834,26,40,22.5,0
Farm_Mien_Nam,29.69726753,30.89567947,105.7061539,160.8562775,-26.7069397,17.20999908,Khu_2,2B8,42.0,2024-05-30,7.8,88.0,0.04,0.2,Culture Pond,Rainy,Rectangle,Vietuc,"two period, grow, exchange water",75.8,Vụ 1,8.0,2B8,4605,275,834,26,40,22.5,0
Farm_Mien_Nam,29.69726753,30.89567947,105.7061539,160.8562775,-26.7069397,17.20999908,Khu_2,2B8,42.0,2024-05-30,7.8,88.0,0.01,0.2,Culture Pond,Rainy,Rectangle,Vietuc,"two period, grow, exchange water",85.0,Vụ 1,8.0,2B8,4605,275,834,26,40,22.5,0
Farm_Mien_Nam,29.69726753,30.89567947,105.7061539,160.8562775,-26.7069397,17.20999908,Khu_2,2B8,42.0,2024-05-30,7.8,88.0,0.02,0.2,Culture Pond,Rainy,Rectangle,Vietuc,"two period, grow, exchange water",90.0,Vụ 1,8.0,2B8,4605,275,834,26,40,22.5,0
Farm_Mien_Nam,29.69726753,30.89567947,105.7061539,160.8562775,-26.7069397,17.20999908,Khu_2,2B8,42.0,2024-05-30,7.8,88.0,0.04,0.1,Culture Pond,Rainy,Rectangle,Vietuc,"two period, grow, exchange water",90.0,Vụ 1,8.0,2B8,4605,275,834,26,40,22.5,0
Farm_Mien_Nam,29.69726753,30.89567947,105.7061539,160.8562775,-26.7069397,17.20999908,Khu_2,2B8,42.0,2024-05-30,7.8,88.0,0.01,0.1,Culture Pond,Rainy,Rectangle,Vietuc,"two period, grow, exchange water",75.8,Vụ 1,8.0,2B8,4605,275,834,26,40,22.5,0
Farm_Mien_Nam,29.69726753,30.89567947,105.7061539,160.8562775,-26.7069397,17.20999908,Khu_2,2B8,42.0,2024-05-30,7.8,88.0,0.02,0.1,Culture Pond,Rainy,Rectangle,Vietuc,"two period, grow, exchange water",90.0,Vụ 1,8.0,2B8,4605,275,834,26,40,22.5,0
Farm_Mien_Nam,29.69726753,30.89567947,105.7061539,160.8562775,-26.7069397,17.20999908,Khu_2,2B8,42.0,2024-05-30,8.0,97.0,0.03,0.3,Culture Pond,Rainy,Rectangle,Vietuc,"two period, grow, exchange water",85.0,Vụ 1,8.0,2B8,4605,275,834,26,40,22.5,0
Unknown,34.4486351,31.05448532,94.98466492,143.87117,-24.79482269,17.18300056,Khu_2,2A4,45.0,2024-06-02,7.9,98.0,0.04,0.3,Culture Pond,Rainy,Rectangle,Vietuc,"two period, grow, exchange water",85.0,Vụ 1,8.0,2A4,4605,275,834,34,48,22.5,0
Farm_Mien_Nam,32.53762054,32.45872498,109.617981,166.0968933,-24.39666367,17.16500092,Khu_2,2A3,48.0,2024-06-05,7.9,116.0,0.04,0.2,Culture Pond,Rainy,Rectangle,Vietuc,"two period, grow, exchange water",75.8,Vụ 1,8.0,2A3,4605,275,834,71,85,22.5,0
Unknown,34.4486351,31.05448532,94.98466492,143.87117,-24.79482269,17.18300056,Khu_2,2A1,49.0,2024-06-06,7.9,124.0,0.05,0.4,Culture Pond,Rainy,Rectangle,Vietuc,"two period, grow, exchange water",85.0,Vụ 1,8.0,2A1,4605,275,834,72,86,22.5,0
Farm_Mien_Nam,34.98842621,31.50513649,101.2784424,153.8679504,-23.60749817,17.16500092,Khu_2,2A1,50.0,2024-06-07,7.8,119.0,0.09,0.8,Culture Pond,Rainy,Rectangle,Vietuc,"two period, grow, exchange water",75.8,Vụ 1,8.0,2A1,4605,275,834,73,87,22.5,0
Unknown,34.4486351,31.05448532,94.98466492,143.87117,-24.79482269,17.18300056,Khu_2,2A4,52.0,2024-06-09,7.8,120.0,0.03,0.6,Culture Pond,Rainy,Rectangle,Vietuc,"two period, grow, exchange water",85.0,Vụ 1,8.0,2A4,4605,275,834,41,55,22.5,0
