farm,salinity_percentage,temperature_Iots,saturated_oxygen,oxygen_component_pressure,redox,external_voltage,module,pond,Tu?i tôm,Date,pH,?? ki?m,nitrit_kit,tan,type3
Farm_Mien_Nam,,36.92009735,92.32260132,137.90065,86.21450806,17.25499916,Khu_2,2A5,3,2024-04-21,8.3,122,0.03,0.3,Culture Pond
Farm_Mien_Nam,,37.29276276,92.47546387,137.9378052,101.1180496,17.25499916,Khu_2,2A5,3,2024-04-21,8.3,122,0.03,0.3,Culture Pond
,,,,,,,Khu_2,2A3,6,2024-04-24,8,119,0.04,0.5,Culture Pond
,,,,,,,Khu_2,2A3,6,2024-04-24,8,119,0.04,0.5,Culture Pond
,,,,,,,Khu_2,2A3,6,2024-04-24,8.1,114,0.04,0.5,Culture Pond
,,,,,,,Khu_2,2A3,6,2024-04-24,8.1,114,0.04,0.5,Culture Pond
,,,,,,,Khu_2,2A3,6,2024-04-24,8.1,119,0.04,0.5,Culture Pond
,,,,,,,Khu_2,2A3,6,2024-04-24,8.1,119,0.04,0.5,Culture Pond
Farm_Mien_Nam,,32.06537628,94.40989685,143.2159271,146.0384979,17.25499916,Khu_2,2A1,8,2024-04-26,8.2,131,0.08,0.5,Culture Pond
Farm_Mien_Nam,,31.90422058,96.46982574,146.4022217,179.2430573,17.25499916,Khu_2,2A1,9,2024-04-27,8.2,130,0.08,0.4,Culture Pond
Farm_Mien_Nam,,32.06537628,101.4155807,153.8389282,127.5705872,17.24600029,Khu_2,2A3,10,2024-04-28,8.1,118,,0.3,Culture Pond
Farm_Mien_Nam,,32.37760925,99.50048828,150.8012848,94.7928009,17.25499916,Khu_2,2A3,12,2024-04-30,8.2,127,0.03,0.2,Culture Pond
Farm_Mien_Nam,,32.37760925,99.50048828,150.8012848,94.7928009,17.25499916,Khu_2,2A3,12,2024-04-30,8.1,123,,0.3,Culture Pond
Farm_Mien_Nam,,32.37760925,99.50048828,150.8012848,94.7928009,17.25499916,Khu_2,2A3,12,2024-04-30,8.1,123,,0.4,Culture Pond
Farm_Mien_Nam,,32.37760925,99.50048828,150.8012848,94.7928009,17.25499916,Khu_2,2A3,12,2024-04-30,8.3,123,,0.3,Culture Pond
Farm_Mien_Nam,,32.37760925,99.50048828,150.8012848,94.7928009,17.25499916,Khu_2,2A3,12,2024-04-30,8.3,123,,0.4,Culture Pond
Farm_Mien_Nam,,32.15602112,95.87133789,145.3918915,109.4841614,17.26399994,Khu_2,2A3,13,2024-05-01,8.2,127,,0.3,Culture Pond
Farm_Mien_Nam,,32.15602112,95.87133789,145.3918915,109.4841614,17.26399994,Khu_2,2A3,13,2024-05-01,8,118,,0.3,Culture Pond
Farm_Mien_Nam,,32.56897736,99.52612305,150.757843,174.7727051,17.28199959,Khu_2,2A1,13,2024-05-01,8.3,129,0.03,0.4,Culture Pond
,,,,,,,Khu_2,2A3,2,2024-04-20,8.4,117,,0.2,Culture Pond
Farm_Mien_Nam,,29.19484711,96.26370239,147.1151123,129.9905396,17.28199959,Khu_2,2A3,3,2024-04-21,8.2,117,,0.2,Culture Pond
Farm_Mien_Nam,,32.86106873,94.96161652,143.7224579,74.93730927,17.26399994,Khu_2,2A3,3,2024-04-21,8.2,117,,0.2,Culture Pond
Farm_Mien_Nam,,33.26394653,94.32871246,142.5870209,78.21556091,17.28199959,Khu_2,2A3,3,2024-04-21,8.2,117,,0.2,Culture Pond
Farm_Mien_Nam,,33.68697357,93.9328537,141.8125153,71.30142212,17.29100037,Khu_2,2A3,3,2024-04-21,8.2,117,,0.2,Culture Pond
Farm_Mien_Nam,,35.24813843,92.29170227,138.6485596,113.9711914,17.25499916,Khu_2,2A3,3,2024-04-21,8.2,117,,0.2,Culture Pond
Farm_Mien_Nam,,29.19484711,96.26370239,147.1151123,129.9905396,17.28199959,Khu_2,2A3,3,2024-04-21,8.3,118,,0.2,Culture Pond
Farm_Mien_Nam,,32.86106873,94.96161652,143.7224579,74.93730927,17.26399994,Khu_2,2A3,3,2024-04-21,8.3,118,,0.2,Culture Pond
,,,,,,,Khu_2,2A1,6,2024-04-24,8.3,129,0.09,0.3,Culture Pond
,,,,,,,Khu_2,2A1,6,2024-04-24,8.3,129,0.11,0.3,Culture Pond
,,,,,,,Khu_2,2A1,6,2024-04-24,8.3,129,0.09,0.4,Culture Pond
,,,,,,,Khu_2,2A1,6,2024-04-24,8.3,129,0.11,0.4,Culture Pond
,,,,,,,Khu_2,2A1,6,2024-04-24,8.3,133,0.09,0.3,Culture Pond
,,,,,,,Khu_2,2A1,6,2024-04-24,8.3,133,0.11,0.3,Culture Pond
,,,,,,,Khu_2,2A1,6,2024-04-24,8.3,133,0.09,0.4,Culture Pond
,,,,,,,Khu_2,2A1,6,2024-04-24,8.3,133,0.11,0.4,Culture Pond
Farm_Mien_Nam,,32.06537628,94.40989685,143.2159271,146.0384979,17.25499916,Khu_2,2A1,8,2024-04-26,8,124,0.09,,Culture Pond
Farm_Mien_Nam,,31.90422058,96.46982574,146.4022217,179.2430573,17.25499916,Khu_2,2A1,9,2024-04-27,8.3,131,0.09,0.5,Culture Pond
Farm_Mien_Nam,,31.29990387,100.2422028,152.3697205,208.9905396,17.26399994,Khu_2,2A1,11,2024-04-29,8.2,126,0.11,0.4,Culture Pond
Farm_Mien_Nam,,31.29990387,100.2422028,152.3697205,208.9905396,17.26399994,Khu_2,2A1,11,2024-04-29,8.2,122,0.05,0.4,Culture Pond
Farm_Mien_Nam,,31.4,,,,,Khu_2,2A3,14,2024-05-02,8.1,123,,0.2,Culture Pond
Farm_Mien_Nam,,34,,,,,Khu_2,2A1,15,2024-05-03,8.1,125,0.08,0.3,Culture Pond
Farm_Mien_Nam,,34,,,,,Khu_2,2A1,15,2024-05-03,8.1,125,0.08,0.3,Culture Pond
Farm_Mien_Nam,,34,,,,,Khu_2,2A1,15,2024-05-03,8.1,125,0.08,0.3,Culture Pond
Farm_Mien_Nam,,34,,,,,Khu_2,2A1,15,2024-05-03,8.1,125,0.08,0.3,Culture Pond
Farm_Mien_Nam,,34,,,,,Khu_2,2A1,15,2024-05-03,8.1,128,0.08,0.3,Culture Pond
Farm_Mien_Nam,,34,,,,,Khu_2,2A1,15,2024-05-03,8.1,128,0.08,0.3,Culture Pond
Farm_Mien_Nam,,34,,,,,Khu_2,2A1,15,2024-05-03,8.1,128,0.08,0.3,Culture Pond
Farm_Mien_Nam,,34,,,,,Khu_2,2A1,15,2024-05-03,8.1,128,0.08,0.3,Culture Pond
Farm_Mien_Nam,,34,,,,,Khu_2,2A1,15,2024-05-03,8.1,125,0.08,0.3,Culture Pond
Farm_Mien_Nam,,34,,,,,Khu_2,2A1,15,2024-05-03,8.1,125,0.08,0.3,Culture Pond
Farm_Mien_Nam,,34,,,,,Khu_2,2A1,15,2024-05-03,8.1,125,0.08,0.3,Culture Pond
Farm_Mien_Nam,,34,,,,,Khu_2,2A1,15,2024-05-03,8.1,125,0.08,0.3,Culture Pond
Farm_Mien_Nam,,34,,,,,Khu_2,2A1,15,2024-05-03,8.1,128,0.08,0.3,Culture Pond
Farm_Mien_Nam,,34,,,,,Khu_2,2A1,15,2024-05-03,8.1,128,0.08,0.3,Culture Pond
Farm_Mien_Nam,,34,,,,,Khu_2,2A1,15,2024-05-03,8.1,128,0.08,0.3,Culture Pond
Farm_Mien_Nam,,34,,,,,Khu_2,2A1,15,2024-05-03,8.1,128,0.08,0.3,Culture Pond
Farm_Mien_Nam,,34,,,,,Khu_2,2A3,15,2024-05-03,8.3,128,,0.3,Culture Pond
Farm_Mien_Nam,,34,,,,,Khu_2,2A3,15,2024-05-03,8.3,128,,0.3,Culture Pond
Farm_Mien_Nam,,34,,,,,Khu_2,2A3,15,2024-05-03,8.3,119,,0.3,Culture Pond
Farm_Mien_Nam,,34,,,,,Khu_2,2A3,15,2024-05-03,8.3,119,,0.3,Culture Pond
Farm_Mien_Nam,,34,,,,,Khu_2,2A3,15,2024-05-03,8.2,128,,0.3,Culture Pond
Farm_Mien_Nam,,34,,,,,Khu_2,2A3,15,2024-05-03,8.2,128,,0.3,Culture Pond
Farm_Mien_Nam,,34,,,,,Khu_2,2A3,15,2024-05-03,8.2,119,,0.3,Culture Pond
Farm_Mien_Nam,,34,,,,,Khu_2,2A3,15,2024-05-03,8.2,119,,0.3,Culture Pond
Farm_Mien_Nam,,33.07257843,100.1608276,151.4975891,115.5900574,17.28199959,Khu_2,2A5,18,2024-05-06,8.1,121,0.01,0.4,Culture Pond
Farm_Mien_Nam,,33.07257843,100.1608276,151.4975891,115.5900574,17.28199959,Khu_2,2A5,18,2024-05-06,8.1,122,,0.3,Culture Pond
,,,,,,,Khu_2,2A5,20,2024-05-08,8.1,117,,0.3,Culture Pond
,,,,,,,Khu_2,2A5,23,2024-05-11,8,124,,0.3,Culture Pond
,,,,,,,Khu_2,2A1,23,2024-05-11,8,132,0.06,0.4,Culture Pond
,,,,,,,Khu_2,2A1,26,2024-05-14,8.2,137,0.03,0.3,Culture Pond
,,,,,,,Khu_2,2A3,29,2024-05-17,8,119,,0.2,Culture Pond
,,,,,,,Khu_2,2A3,29,2024-05-17,8.1,125,,0.3,Culture Pond
,,,,,,,Khu_2,2A1,30,2024-05-18,7.9,126,0.04,0.3,Culture Pond
Farm_Mien_Nam,38.21407318,31.37589645,91.51007843,139.0758514,-21.40927887,17.14699936,Khu_2,2B7,32,2024-05-20,8.1,146,,0.2,Culture Pond
,,,,,,,Khu_2,2A1,33,2024-05-21,8.1,116,0.03,0.4,Culture Pond
Farm_Mien_Nam,35.15316772,31.23142433,87.88277435,133.6149445,-20.57719803,17.16500092,Khu_2,2A2,33,2024-05-21,8.3,94,,0.2,Culture Pond
Farm_Mien_Nam,32.12033463,32.23543549,95.66915894,145.0528717,,,Khu_2,2A3,39,2024-05-27,8,103,0.01,0.2,Culture Pond
Farm_Mien_Nam,32.12033463,32.23543549,95.66915894,145.0528717,,,Khu_2,2A3,39,2024-05-27,8,94,,0.2,Culture Pond
Farm_Mien_Nam,29.81110382,31.31761551,101.4814911,154.2544708,-26.98112106,17.17399979,Khu_2,2B8,40,2024-05-28,7.8,90,0.02,0.3,Culture Pond
Farm_Mien_Nam,29.84646797,31.53116798,107.3182144,163.0323944,-16.07347107,17.16500092,Khu_2,2B7,41,2024-05-29,8,89,,0.3,Culture Pond
Farm_Mien_Nam,30.14163208,31.12039948,97.71190643,148.6029053,-13.1647644,17.16500092,Khu_2,2A3,41,2024-05-29,7.8,90,,0.3,Culture Pond
Farm_Mien_Nam,,33.26394653,94.32871246,142.5870209,78.21556091,17.28199959,Khu_2,2A3,3,2024-04-21,8.3,118,,0.2,Culture Pond
Farm_Mien_Nam,,33.68697357,93.9328537,141.8125153,71.30142212,17.29100037,Khu_2,2A3,3,2024-04-21,8.3,118,,0.2,Culture Pond
Farm_Mien_Nam,,35.24813843,92.29170227,138.6485596,113.9711914,17.25499916,Khu_2,2A3,3,2024-04-21,8.3,118,,0.2,Culture Pond
Farm_Mien_Nam,,29.60780334,97.80805969,149.3253632,121.0379181,17.26399994,Khu_2,2A5,3,2024-04-21,8.3,124,,0.4,Culture Pond
Farm_Mien_Nam,,30.86680603,95.10299683,144.7321167,78.3681488,17.25499916,Khu_2,2A5,3,2024-04-21,8.3,124,,0.4,Culture Pond
Farm_Mien_Nam,,32.62940979,97.03712463,146.9578705,86.60073853,17.24600029,Khu_2,2A5,3,2024-04-21,8.3,124,,0.4,Culture Pond
Farm_Mien_Nam,,36.92009735,92.32260132,137.90065,86.21450806,17.25499916,Khu_2,2A5,3,2024-04-21,8.3,124,,0.4,Culture Pond
Farm_Mien_Nam,,37.29276276,92.47546387,137.9378052,101.1180496,17.25499916,Khu_2,2A5,3,2024-04-21,8.3,124,,0.4,Culture Pond
Farm_Mien_Nam,,33.69704437,92.64536285,139.860199,83.64912415,17.26399994,Khu_2,2A1,4,2024-04-22,8.1,128,0.08,0.3,Culture Pond
Farm_Mien_Nam,,29.64808655,93.87746429,143.3067017,212.5215149,17.28199959,Khu_2,2A1,4,2024-04-22,8.1,128,0.08,0.3,Culture Pond
Farm_Mien_Nam,,33.69704437,92.64536285,139.860199,83.64912415,17.26399994,Khu_2,2A1,4,2024-04-22,8.2,129,0.06,0.3,Culture Pond
Farm_Mien_Nam,,29.64808655,93.87746429,143.3067017,212.5215149,17.28199959,Khu_2,2A1,4,2024-04-22,8.2,129,0.06,0.3,Culture Pond
Farm_Mien_Nam,,31.50134277,95.63032532,145.2845306,152.8358002,17.26399994,Khu_2,2A3,5,2024-04-23,8.1,118,,0.3,Culture Pond
Farm_Mien_Nam,,31.40061951,96.07621765,146.0056915,131.8287506,17.27300072,Khu_2,2A1,5,2024-04-23,8.2,124,0.01,0.3,Culture Pond
Farm_Mien_Nam,31.49379349,31.80171013,105.3844376,159.9763031,-30.63130951,17.10199928,Khu_2,2A2,46,2024-06-03,7.9,88,,0.2,Culture Pond
Farm_Mien_Nam,31.21753502,31.56123352,97.51828766,148.1327209,-33.28729248,17.10199928,Khu_2,2A1,46,2024-06-03,7.9,105,0.05,0.3,Culture Pond
Farm_Mien_Nam,31.21753502,31.56123352,97.51828766,148.1327209,-33.28729248,17.10199928,Khu_2,2A1,46,2024-06-03,7.9,105,0.04,0.3,Culture Pond
Farm_Mien_Nam,31.21753502,31.56123352,97.51828766,148.1327209,-33.28729248,17.10199928,Khu_2,2A1,46,2024-06-03,7.9,105,0.05,0.3,Culture Pond
Farm_Mien_Nam,31.21753502,31.56123352,97.51828766,148.1327209,-33.28729248,17.10199928,Khu_2,2A1,46,2024-06-03,7.9,105,0.04,0.3,Culture Pond
Farm_Mien_Nam,31.49379349,31.80171013,105.3844376,159.9763031,-30.63130951,17.10199928,Khu_2,2A2,46,2024-06-03,7.9,86,,0.2,Culture Pond
Farm_Mien_Nam,31.49379349,31.80171013,105.3844376,159.9763031,-30.63130951,17.10199928,Khu_2,2A2,46,2024-06-03,7.9,86,,0.2,Culture Pond
Farm_Mien_Nam,31.68203163,31.97627831,108.0860519,163.9981689,-6.219631195,17.11100006,Khu_2,2B7,46,2024-06-03,8,88,,0.2,Culture Pond
Farm_Mien_Nam,32.53762054,32.45872498,109.617981,166.0968933,-24.39666367,17.16500092,Khu_2,2A3,48,2024-06-05,7.9,103,0.03,0.3,Culture Pond
,,,,,,,Khu_2,2A4,49,2024-06-06,8.1,125,,0.2,Culture Pond
Farm_Mien_Nam,34.98842621,31.50513649,101.2784424,153.8679504,-23.60749817,17.16500092,Khu_2,2A1,50,2024-06-07,7.7,125,0.04,0.8,Culture Pond
Farm_Mien_Nam,34.65766144,31.78445816,86.38640594,131.1429901,-23.52643585,17.20100021,Khu_2,2B7,50,2024-06-07,7.6,110,,0.5,Culture Pond
Farm_Mien_Nam,34.65766144,31.78445816,86.38640594,131.1429901,-23.52643585,17.20100021,Khu_2,2B7,50,2024-06-07,7.8,96,,0.5,Culture Pond
,,,,,,,Khu_2,2B8,51,2024-06-08,7.6,102,,0.6,Culture Pond
,,,,,,,Khu_2,2B8,54,2024-06-11,7.8,117,0.02,0.5,Culture Pond
Farm_Mien_Nam,35.537117,30.9675045,98.4863739,149.8413849,-29.63948822,17.17399979,Khu_2,2A2,55,2024-06-12,7.8,110,,0.4,Culture Pond
Farm_Mien_Nam,35.537117,30.9675045,98.4863739,149.8413849,-29.63948822,17.17399979,Khu_2,2A2,55,2024-06-12,7.9,109,,0.3,Culture Pond
,,,,,,,Khu_2,2A2,57,2024-06-14,7.8,116,,,Culture Pond
,,,,,,,Khu_2,2B7,57,2024-06-14,7.8,116,,,Culture Pond
Farm_Mien_Nam,35.95701218,31.50802422,94.61022949,143.7360992,-31.17490387,17.18300056,Khu_2,2A1,58,2024-06-15,7.6,122,0.03,0.6,Culture Pond
Farm_Mien_Nam,35.95701218,31.50802422,94.61022949,143.7360992,-31.17490387,17.18300056,Khu_2,2A1,58,2024-06-15,7.6,133,0.03,0.6,Culture Pond
Farm_Mien_Nam,35.95701218,31.50802422,94.61022949,143.7360992,-31.17490387,17.18300056,Khu_2,2A1,58,2024-06-15,7.7,122,0.03,0.6,Culture Pond
Farm_Mien_Nam,35.95701218,31.50802422,94.61022949,143.7360992,-31.17490387,17.18300056,Khu_2,2A1,58,2024-06-15,7.7,133,0.03,0.6,Culture Pond
Farm_Mien_Nam,35.52954483,31.14443207,86.34993744,131.3149414,-24.55640411,17.15600014,Khu_2,2A1,60,2024-06-17,7.7,119,0.01,1.9,Culture Pond
Farm_Mien_Nam,35.59667969,30.04235649,82.45194244,125.7450638,-12.38036728,17.13800049,Khu_2,2A4,61,2024-06-18,7.7,111,0.01,1.5,Culture Pond
Farm_Mien_Nam,34.86334229,29.83030319,86.08961487,131.362381,-30.79104996,17.13800049,Khu_2,2A4,61,2024-06-18,7.7,111,0.01,1.5,Culture Pond
Farm_Mien_Nam,36.01322174,29.3378334,81.96123505,125.2141647,-35.27570343,17.09300041,Khu_2,2A3,65,2024-06-22,7.8,121,,3.9,Culture Pond
Farm_Mien_Nam,35.32639313,29.02390671,89.39985657,136.6813354,-40.55667496,17.10199928,Khu_2,2A4,66,2024-06-23,7.8,123,0.01,2.5,Culture Pond
Farm_Mien_Nam,35.4355011,28.98593903,86.18678284,131.7808533,-36.489254,17.13800049,Khu_2,2A3,66,2024-06-23,7.7,125,0.02,3.1,Culture Pond
Farm_Mien_Nam,34.73095322,29.50775528,98.34132385,150.1763306,-25.59114075,17.10199928,Khu_2,2B7,68,2024-06-25,7.9,103,,0.7,Culture Pond
Farm_Mien_Nam,35.2400589,30.74115181,84.17038727,128.1364441,-35.62617874,17.10199928,Khu_2,2A3,70,2024-06-27,7.8,122,0.07,3,Culture Pond
Farm_Mien_Nam,34.99217606,30.77061462,86.43276215,131.5704498,-34.11222076,17.11100006,Khu_2,2A1,70,2024-06-27,7.9,122,0.06,2.3,Culture Pond
Farm_Mien_Nam,34.99217606,30.77061462,86.43276215,131.5704498,-34.11222076,17.11100006,Khu_2,2A1,70,2024-06-27,7.9,122,2.22,2.3,Culture Pond
Farm_Mien_Nam,34.99217606,30.77061462,86.43276215,131.5704498,-34.11222076,17.11100006,Khu_2,2A1,70,2024-06-27,7.9,122,0.06,8.4,Culture Pond
Farm_Mien_Nam,34.99217606,30.77061462,86.43276215,131.5704498,-34.11222076,17.11100006,Khu_2,2A1,70,2024-06-27,7.9,122,2.22,8.4,Culture Pond
Farm_Mien_Nam,34.99217606,30.77061462,86.43276215,131.5704498,-34.11222076,17.11100006,Khu_2,2A1,70,2024-06-27,7.9,156,0.06,2.3,Culture Pond
Farm_Mien_Nam,34.99217606,30.77061462,86.43276215,131.5704498,-34.11222076,17.11100006,Khu_2,2A1,70,2024-06-27,7.9,156,2.22,2.3,Culture Pond
Farm_Mien_Nam,34.99217606,30.77061462,86.43276215,131.5704498,-34.11222076,17.11100006,Khu_2,2A1,70,2024-06-27,7.9,156,0.06,8.4,Culture Pond
Farm_Mien_Nam,34.99217606,30.77061462,86.43276215,131.5704498,-34.11222076,17.11100006,Khu_2,2A1,70,2024-06-27,7.9,156,2.22,8.4,Culture Pond
Farm_Mien_Nam,34.78773499,31.24919319,90.69631958,137.8860321,-30.07579422,17.19199944,Khu_2,2A3,71,2024-06-28,7.8,125,0.07,2.6,Culture Pond
Farm_Mien_Nam,34.78773499,31.24919319,90.69631958,137.8860321,-30.07579422,17.19199944,Khu_2,2A3,71,2024-06-28,7.8,125,,2.9,Culture Pond
Farm_Mien_Nam,0.241728112,31.30124474,90.5486145,137.6422729,-42.18030548,17.15600014,Khu_2,2A3,74,2024-07-01,7.7,119,0.05,1.3,Culture Pond
Farm_Mien_Nam,0.059148174,29.06768227,92.15708923,140.8820801,,,Khu_2,2A1,77,2024-07-04,7.8,132,0.02,6.6,Culture Pond
Farm_Mien_Nam,31.43407631,29.55331612,74.13814545,113.2032013,-36.33428192,17.20100021,Khu_2,2A1,77,2024-07-04,7.8,132,0.02,6.6,Culture Pond
,,,,,,,Khu_2,2A3,79,2024-07-06,7.7,139,0.66,6.8,Culture Pond
,,,,,,,Khu_2,2A4,79,2024-07-06,7.8,125,0.21,5.5,Culture Pond
,,,,,,,Khu_2,2A2,82,2024-07-09,8,153,0.29,6.8,Culture Pond
,,,,,,,Khu_2,2A3,82,2024-07-09,8.1,158,1.48,9.5,Culture Pond
,,,,,,,Khu_2,2A1,83,2024-07-10,8,190,2.11,9,Culture Pond
,,,,,,,Khu_2,2A1,84,2024-07-11,7.8,171,1.81,6,Culture Pond
Farm_Mien_Nam,34.99217606,30.77061462,86.43276215,131.5704498,-34.11222076,17.11100006,Khu_2,2A1,70,2024-06-27,7.8,122,0.06,2.3,Culture Pond
Farm_Mien_Nam,34.99217606,30.77061462,86.43276215,131.5704498,-34.11222076,17.11100006,Khu_2,2A1,70,2024-06-27,7.8,122,2.22,2.3,Culture Pond
Farm_Mien_Nam,34.99217606,30.77061462,86.43276215,131.5704498,-34.11222076,17.11100006,Khu_2,2A1,70,2024-06-27,7.8,122,0.06,8.4,Culture Pond
Farm_Mien_Nam,34.99217606,30.77061462,86.43276215,131.5704498,-34.11222076,17.11100006,Khu_2,2A1,70,2024-06-27,7.8,122,2.22,8.4,Culture Pond
Farm_Mien_Nam,34.99217606,30.77061462,86.43276215,131.5704498,-34.11222076,17.11100006,Khu_2,2A1,70,2024-06-27,7.8,156,0.06,2.3,Culture Pond
Farm_Mien_Nam,34.99217606,30.77061462,86.43276215,131.5704498,-34.11222076,17.11100006,Khu_2,2A1,70,2024-06-27,7.8,156,2.22,2.3,Culture Pond
Farm_Mien_Nam,34.99217606,30.77061462,86.43276215,131.5704498,-34.11222076,17.11100006,Khu_2,2A1,70,2024-06-27,7.8,156,0.06,8.4,Culture Pond
Farm_Mien_Nam,34.99217606,30.77061462,86.43276215,131.5704498,-34.11222076,17.11100006,Khu_2,2A1,70,2024-06-27,7.8,156,2.22,8.4,Culture Pond
,,,,,,,Khu_2,2A4,93,2024-07-20,8.1,134,1.02,2.5,Culture Pond
,,,,,,,Khu_2,2B1,100,2024-07-27,7.8,174,,,Culture Pond
Farm_Mien_Nam,35.53045273,32.63148499,95.03809357,143.9337158,-24.01996231,17.19199944,Khu_2,2A2,35,2024-05-23,7.9,123,0.09,0.5,Culture Pond
Farm_Mien_Nam,35.25588989,32.77053452,102.675415,155.437973,-20.75124359,17.15600014,Khu_2,2A2,35,2024-05-23,7.9,123,0.09,0.5,Culture Pond
Farm_Mien_Nam,35.50873566,32.61908722,94.99338531,143.87117,-28.33295441,17.20100021,Khu_2,2A2,35,2024-05-23,7.9,123,0.09,0.5,Culture Pond
Farm_Mien_Nam,35.53045273,32.63148499,95.03809357,143.9337158,-24.01996231,17.19199944,Khu_2,2A2,35,2024-05-23,7.9,105,0.08,0.4,Culture Pond
Farm_Mien_Nam,35.25588989,32.77053452,102.675415,155.437973,-20.75124359,17.15600014,Khu_2,2A2,35,2024-05-23,7.9,105,0.08,0.4,Culture Pond
Farm_Mien_Nam,35.50873566,32.61908722,94.99338531,143.87117,-28.33295441,17.20100021,Khu_2,2A2,35,2024-05-23,7.9,105,0.08,0.4,Culture Pond
Farm_Mien_Nam,35.53045273,32.63148499,95.03809357,143.9337158,-24.01996231,17.19199944,Khu_2,2A2,35,2024-05-23,7.9,105,0.08,0.3,Culture Pond
Farm_Mien_Nam,35.25588989,32.77053452,102.675415,155.437973,-20.75124359,17.15600014,Khu_2,2A2,35,2024-05-23,7.9,105,0.08,0.3,Culture Pond
Farm_Mien_Nam,29.45050812,30.67719078,107.6323929,163.8810272,-16.0019455,17.17399979,Khu_2,2A4,42,2024-05-30,8,96,0.04,0.3,Culture Pond
,,,,,,,Khu_2,2A2,45,2024-06-02,7.9,89,0.07,0.2,Culture Pond
Farm_Mien_Nam,,31.40061951,96.07621765,146.0056915,131.8287506,17.27300072,Khu_2,2A1,5,2024-04-23,8.2,128,0.06,0.4,Culture Pond
Farm_Mien_Nam,,31.32004547,96.91951752,147.3191986,128.2739258,17.25499916,Khu_2,2A5,5,2024-04-23,8.2,115,,0.3,Culture Pond
Farm_Mien_Nam,,31.50134277,95.63032532,145.2845306,152.8358002,17.26399994,Khu_2,2A3,5,2024-04-23,8.1,115,,0.2,Culture Pond
Farm_Mien_Nam,,31.48120117,95.99248505,145.8506622,144.0858459,17.28199959,Khu_2,2A3,8,2024-04-26,7.9,119,,,Culture Pond
Farm_Mien_Nam,,30.52435303,96.76439667,147.4031372,155.9066315,17.26399994,Khu_2,2A5,8,2024-04-26,7.9,123,0.03,,Culture Pond
Farm_Mien_Nam,,32.31717682,95.60691833,144.9167938,174.591507,17.26399994,Khu_2,2A5,9,2024-04-27,8.1,129,0.06,0.5,Culture Pond
Farm_Mien_Nam,,33.04236603,94.76290131,143.3499298,61.34745026,17.26399994,Khu_2,2A5,9,2024-04-27,8.1,129,0.06,0.5,Culture Pond
Farm_Mien_Nam,35.50873566,32.61908722,94.99338531,143.87117,-28.33295441,17.20100021,Khu_2,2A2,35,2024-05-23,7.9,105,0.08,0.3,Culture Pond
Farm_Mien_Nam,35.53045273,32.63148499,95.03809357,143.9337158,-24.01996231,17.19199944,Khu_2,2A2,35,2024-05-23,7.9,93,0.08,0.4,Culture Pond
Farm_Mien_Nam,35.25588989,32.77053452,102.675415,155.437973,-20.75124359,17.15600014,Khu_2,2A2,35,2024-05-23,7.9,93,0.08,0.4,Culture Pond
Farm_Mien_Nam,35.50873566,32.61908722,94.99338531,143.87117,-28.33295441,17.20100021,Khu_2,2A2,35,2024-05-23,7.9,93,0.08,0.4,Culture Pond
Farm_Mien_Nam,35.53045273,32.63148499,95.03809357,143.9337158,-24.01996231,17.19199944,Khu_2,2A2,35,2024-05-23,7.9,93,0.08,0.3,Culture Pond
Farm_Mien_Nam,35.25588989,32.77053452,102.675415,155.437973,-20.75124359,17.15600014,Khu_2,2A2,35,2024-05-23,7.9,93,0.08,0.3,Culture Pond
Farm_Mien_Nam,35.50873566,32.61908722,94.99338531,143.87117,-28.33295441,17.20100021,Khu_2,2A2,35,2024-05-23,7.9,93,0.08,0.3,Culture Pond
Farm_Mien_Nam,35.53045273,32.63148499,95.03809357,143.9337158,-24.01996231,17.19199944,Khu_2,2A2,35,2024-05-23,8,105,0.08,0.4,Culture Pond
Farm_Mien_Nam,35.25588989,32.77053452,102.675415,155.437973,-20.75124359,17.15600014,Khu_2,2A2,35,2024-05-23,8,105,0.08,0.4,Culture Pond
Farm_Mien_Nam,35.50873566,32.61908722,94.99338531,143.87117,-28.33295441,17.20100021,Khu_2,2A2,35,2024-05-23,8,105,0.08,0.4,Culture Pond
Farm_Mien_Nam,35.53045273,32.63148499,95.03809357,143.9337158,-24.01996231,17.19199944,Khu_2,2A2,35,2024-05-23,8,105,0.08,0.3,Culture Pond
Farm_Mien_Nam,35.25588989,32.77053452,102.675415,155.437973,-20.75124359,17.15600014,Khu_2,2A2,35,2024-05-23,8,105,0.08,0.3,Culture Pond
Farm_Mien_Nam,35.50873566,32.61908722,94.99338531,143.87117,-28.33295441,17.20100021,Khu_2,2A2,35,2024-05-23,8,105,0.08,0.3,Culture Pond
Farm_Mien_Nam,35.53045273,32.63148499,95.03809357,143.9337158,-24.01996231,17.19199944,Khu_2,2A2,35,2024-05-23,8,93,0.08,0.4,Culture Pond
Farm_Mien_Nam,35.25588989,32.77053452,102.675415,155.437973,-20.75124359,17.15600014,Khu_2,2A2,35,2024-05-23,8,93,0.08,0.4,Culture Pond
Farm_Mien_Nam,35.50873566,32.61908722,94.99338531,143.87117,-28.33295441,17.20100021,Khu_2,2A2,35,2024-05-23,8,93,0.08,0.4,Culture Pond
Farm_Mien_Nam,35.53045273,32.63148499,95.03809357,143.9337158,-24.01996231,17.19199944,Khu_2,2A2,35,2024-05-23,8,93,0.08,0.3,Culture Pond
