,Date,Season,Vụ nuôi,module_name,ao,Ngày thả,Time,Nhiệt độ,pH,Độ mặn,TDS,Độ đục,DO,Độ màu,Độ trong,Độ kiềm,Độ cứng,Amoni,Nitrat,Nitrit,Phosphate (PO43-),Silica,Canxi,Kali,Magie,Loại ao,Công nghệ nuôi,area,Giống tôm,Tuổi tôm,Con/Kg,Mực nước,Thay nước (cm),WQI,unit,size
562,2022-02-21,Dry,Vụ 3-2021,A14,A14N9,56,8,25.76,7.97,37.15,35.83,52.75,6.89,290.0,27.0,157.0,6500.0,2.6,0.0,0.0,0.8,0.38,280.0,250.0,653.0,Circle,Nuôi 2,834.0,Vietuc,67.0,,100.0,0.0,0.62,Vụ 3-2021-A14-A14N9,77.17996891818142
563,2022-02-20,Dry,Vụ 3-2021,A14,A14N9,55,8,26.96,8.02,37.04,35.71,28.57,6.89,249.0,33.0,160.0,6000.0,4.2,0.0,0.0,0.85,0.2,475.8,499.8,1516.0,Circle,Nuôi 2,834.0,Vietuc,66.0,,100.0,0.0,0.67,Vụ 3-2021-A14-A14N9,80.54117643100378
564,2022-02-19,Dry,Vụ 3-2021,A14,A14N9,54,8,26.41,7.98,36.97,35.66,29.43,6.89,150.0,32.0,157.0,6500.0,2.6,0.0,0.0,0.8,0.38,563.8,588.6,1814.0,Circle,Nuôi 2,834.0,Vietuc,65.0,,100.0,30.0,0.7,Vụ 3-2021-A14-A14N9,84.24834444260256
565,2022-02-18,Dry,Vụ 3-2021,A14,A14N9,53,8,27.43,7.85,36.89,35.57,27.51,6.16,258.0,28.0,171.0,6000.0,3.6,0.0,0.0,0.49,0.39,357.4,342.8,1136.0,Circle,Nuôi 2,834.0,Vietuc,64.0,,100.0,0.0,0.64,Vụ 3-2021-A14-A14N9,88.33708178291674
566,2022-02-17,Dry,Vụ 3-2021,A14,A14N9,52,8,26.97,7.87,36.48,35.23,43.54,6.51,290.0,32.0,150.0,6500.0,0.6,0.0,0.0,0.08,0.48,448.8,465.6,1420.0,Circle,Nuôi 2,834.0,Vietuc,63.0,,100.0,0.0,0.67,Vụ 3-2021-A14-A14N9,92.84666240774243
567,2022-02-16,Dry,Vụ 3-2021,A14,A14N9,51,8,27.65,7.95,37.11,35.75,24.92,7.12,365.0,26.0,155.0,6500.0,5.16,0.0,0.0,0.73,0.6,596.2,669.0,1900.0,Circle,Nuôi 2,834.0,Vietuc,62.0,,100.0,25.0,0.71,Vụ 3-2021-A14-A14N9,97.82040264077011
568,2022-02-15,Dry,Vụ 3-2021,A14,A14N9,50,8,27.19,8.02,36.61,35.34,15.31,7.15,340.0,38.0,148.0,6000.0,2.88,0.0,0.0,0.1,0.34,280.0,250.0,653.0,Circle,Nuôi 2,834.0,Vietuc,61.0,101.0,100.0,40.0,0.63,Vụ 3-2021-A14-A14N9,103.30607724418061
569,2022-02-14,Dry,Vụ 3-2021,A14,A14N9,49,8,27.53,7.95,36.98,35.65,22.34,6.95,321.0,31.0,172.0,6750.0,7.68,0.0,0.0,0.6,0.94,506.2,509.0,1050.0,Circle,Nuôi 2,834.0,Vietuc,60.0,,100.0,0.0,0.68,Vụ 3-2021-A14-A14N9,109.35637831432405
570,2022-02-13,Dry,Vụ 3-2021,A14,A14N9,48,8,27.05,8.09,36.86,35.56,19.16,7.2,323.0,27.0,158.0,6000.0,2.64,0.0,0.0,0.5,0.15,440.0,450.0,802.0,Circle,Nuôi 2,834.0,Vietuc,59.0,,100.0,45.0,0.65,Vụ 3-2021-A14-A14N9,116.02942141035837
571,2022-02-12,Dry,Vụ 3-2021,A14,A14N9,47,8,27.81,7.92,37.02,35.68,39.32,6.62,249.0,29.0,199.0,6500.0,5.12,0.0,0.0,0.9,0.36,379.0,367.6,1204.0,Circle,Nuôi 2,834.0,Vietuc,58.0,,100.0,0.0,0.67,Vụ 3-2021-A14-A14N9,123.38930377741465
572,2022-02-11,Dry,Vụ 3-2021,A14,A14N9,46,8,27.08,8.03,36.94,35.63,10.13,6.96,235.0,42.0,168.0,6000.0,3.8,0.0,0.0,0.1,0.92,638.2,662.4,1974.0,Circle,Nuôi 2,834.0,Vietuc,57.0,,100.0,0.0,0.71,Vụ 3-2021-A14-A14N9,131.50672002624685
573,2022-02-10,Dry,Vụ 3-2021,A14,A14N9,45,8,27.48,7.92,36.77,35.48,32.09,6.5,265.0,32.0,190.0,6250.0,4.4,0.0,0.0,0.37,0.72,461.8,588.2,1452.0,Circle,Nuôi 2,834.0,Vietuc,56.0,,100.0,25.0,0.69,Vụ 3-2021-A14-A14N9,140.45964118321362
574,2022-02-09,Dry,Vụ 3-2021,A14,A14N9,44,8,27.03,8.02,37.05,35.72,11.25,6.59,218.0,46.0,181.0,6500.0,1.8,0.0,0.0,0.35,0.54,475.8,499.8,1516.0,Circle,Nuôi 2,834.0,Vietuc,55.0,,100.0,15.0,0.69,Vụ 3-2021-A14-A14N9,150.33406363313972
575,2022-02-08,Dry,Vụ 3-2021,A14,A14N9,43,8,26.99,7.93,36.53,35.28,40.05,7.02,239.0,29.0,180.0,6500.0,2.68,0.0,0.0,0.2,0.75,475.8,499.8,1516.0,Circle,Nuôi 2,834.0,Vietuc,54.0,,100.0,0.0,0.69,Vụ 3-2021-A14-A14N9,161.22483514895166
576,2022-02-07,Dry,Vụ 3-2021,A14,A14N9,42,8,26.55,8.08,37.12,35.79,11.81,7.02,129.0,42.0,172.0,6500.0,2.04,0.0,0.0,0.6,0.61,526.4,536.6,1696.0,Circle,Nuôi 2,834.0,Vietuc,53.0,140.0,100.0,0.0,0.7,Vụ 3-2021-A14-A14N9,173.2365659424331
577,2022-02-06,Dry,Vụ 3-2021,A14,A14N9,41,8,26.56,7.87,36.38,35.16,26.09,6.55,205.0,36.0,182.0,6500.0,3.0,0.0,0.0,0.67,1.49,357.4,342.8,1136.0,Circle,Nuôi 2,834.0,Vietuc,52.0,,100.0,0.0,0.66,Vụ 3-2021-A14-A14N9,186.4846334871055
578,2022-02-05,Dry,Vụ 3-2021,A14,A14N9,40,8,26.13,8.01,37.29,35.95,14.42,6.75,204.0,47.0,191.0,7500.0,2.6,0.0,0.0,0.75,0.38,310.0,260.0,723.0,Circle,Nuôi 2,834.0,Vietuc,51.0,,100.0,0.0,0.67,Vụ 3-2021-A14-A14N9,201.09629076495978
579,2022-02-04,Dry,Vụ 3-2021,A14,A14N9,39,8,26.37,7.86,36.35,35.13,28.33,6.29,242.0,37.0,200.0,7000.0,5.68,0.0,0.0,1.3,1.99,260.0,290.0,571.0,Circle,Nuôi 2,834.0,Vietuc,50.0,,100.0,0.0,0.65,Vụ 3-2021-A14-A14N9,217.21188858219244
580,2022-02-03,Dry,Vụ 3-2021,A14,A14N9,38,8,26.1,8.03,35.6,34.5,14.2,6.9,209.0,45.0,196.0,7500.0,2.76,0.0,0.0,1.3,0.69,220.0,250.0,498.0,Circle,Nuôi 2,834.0,Vietuc,49.0,,100.0,0.0,0.67,Vụ 3-2021-A14-A14N9,234.98622369477545
581,2022-02-02,Dry,Vụ 3-2021,A14,A14N9,37,8,26.35,7.86,36.17,34.98,20.42,5.76,198.0,56.0,200.0,6500.0,3.48,0.0,0.0,0.8,1.98,420.0,410.0,723.0,Circle,Nuôi 2,834.0,Vietuc,48.0,,100.0,10.0,0.67,Vụ 3-2021-A14-A14N9,254.590025693146
582,2022-02-01,Dry,Vụ 3-2021,A14,A14N9,36,8,26.26,8.01,37.2,35.86,17.6,6.71,182.0,56.0,196.0,5500.0,3.64,0.0,0.0,1.35,0.73,357.4,342.8,1136.0,Circle,Nuôi 2,834.0,Vietuc,47.0,,100.0,0.0,0.65,Vụ 3-2021-A14-A14N9,276.211596928137
583,2022-01-31,Dry,Vụ 3-2021,A14,A14N9,35,8,26.64,7.97,34.71,33.72,17.27,6.51,82.0,58.0,188.0,5500.0,3.2,0.0,0.0,0.61,2.32,610.0,595.6,1912.0,Circle,Nuôi 2,834.0,Vietuc,46.0,296.0,100.0,0.0,0.72,Vụ 3-2021-A14-A14N9,300.05862123029283
584,2022-01-30,Dry,Vụ 3-2021,A14,A14N9,34,8,26.61,7.97,37.02,35.7,10.81,6.53,118.0,60.0,184.0,5000.0,2.8,0.0,0.0,0.99,1.17,220.0,250.0,498.0,Circle,Nuôi 2,834.0,Vietuc,45.0,,100.0,0.0,0.62,Vụ 3-2021-A14-A14N9,326.3601587960406
585,2022-01-29,Dry,Vụ 3-2021,A14,A14N9,33,8,27.24,7.82,35.76,34.61,8.72,5.83,100.0,59.0,175.0,7000.0,1.2,0.0,0.0,2.9,2.46,280.0,250.0,653.0,Circle,Nuôi 2,834.0,Vietuc,44.0,,100.0,0.0,0.66,Vụ 3-2021-A14-A14N9,355.36884640239765
586,2022-01-28,Dry,Vụ 3-2021,A14,A14N9,32,8,27.64,7.94,37.23,35.86,15.75,5.97,150.0,59.0,192.0,6500.0,4.28,0.0,0.0,1.0,0.94,220.0,250.0,498.0,Circle,Nuôi 2,834.0,Vietuc,43.0,,100.0,0.0,0.64,Vụ 3-2021-A14-A14N9,387.36332408415507
587,2022-01-27,Dry,Vụ 3-2021,A14,A14N9,31,8,26.11,7.91,36.68,35.42,20.51,6.61,215.0,46.0,160.0,7000.0,2.32,0.0,0.0,2.68,0.73,310.0,320.0,835.0,Circle,Nuôi 2,834.0,Vietuc,42.0,,100.0,0.0,0.65,Vụ 3-2021-A14-A14N9,422.65091158274043
588,2022-01-26,Dry,Vụ 3-2021,A14,A14N9,30,8,26.56,7.87,36.38,35.16,26.09,6.55,205.0,36.0,182.0,6500.0,3.0,0.0,0.0,0.67,1.49,560.0,470.0,941.0,Circle,Nuôi 2,834.0,Vietuc,41.0,,100.0,15.0,0.68,Vụ 3-2021-A14-A14N9,461.5705602751248
589,2022-01-25,Dry,Vụ 3-2021,A14,A14N9,29,8,26.51,8.0,36.62,35.36,25.71,6.34,308.0,35.0,132.0,6000.0,0.56,0.0,0.2,0.4,0.48,260.0,270.0,635.0,Circle,Nuôi 2,834.0,Vietuc,40.0,,100.0,0.0,0.61,Vụ 3-2021-A14-A14N9,504.49610893722416
590,2022-01-24,Dry,Vụ 3-2021,A14,A14N9,28,8,27.1,7.73,35.11,34.05,9.05,5.55,185.0,59.0,159.0,7000.0,5.12,0.0,0.0,0.13,3.02,240.0,250.0,535.0,Circle,Nuôi 2,834.0,Vietuc,39.0,,100.0,0.0,0.65,Vụ 3-2021-A14-A14N9,551.8398746147087
591,2022-01-23,Dry,Vụ 3-2021,A14,A14N9,27,8,26.22,8.04,36.5,35.27,27.36,6.44,314.0,33.0,123.0,6500.0,2.09,0.0,0.16,0.6,2.32,540.0,480.0,935.0,Circle,Nuôi 2,834.0,Vietuc,38.0,,100.0,0.0,0.65,Vụ 3-2021-A14-A14N9,604.0566130929661
592,2022-01-22,Dry,Vụ 3-2021,A14,A14N9,26,8,26.3,8.08,35.64,34.53,31.85,6.87,254.0,36.0,134.0,6500.0,0.96,0.0,0.0,0.1,1.17,443.0,416.2,1376.0,Circle,Nuôi 2,834.0,Vietuc,37.0,,100.0,0.0,0.67,Vụ 3-2021-A14-A14N9,661.6478870081174
593,2022-01-21,Dry,Vụ 3-2021,A14,A14N9,25,8,25.81,8.21,36.33,35.12,27.83,6.97,254.0,33.0,126.0,6500.0,1.52,0.0,0.0,0.1,2.46,245.0,250.0,539.0,Circle,Nuôi 2,834.0,Vietuc,36.0,,100.0,0.0,0.61,Vụ 3-2021-A14-A14N9,725.166883556533
594,2022-01-20,Dry,Vụ 3-2021,A14,A14N9,24,8,26.14,8.23,36.67,35.41,21.73,7.1,235.0,37.0,135.0,6000.0,0.2,0.0,0.0,0.0,0.94,300.0,290.0,768.0,Circle,Nuôi 2,834.0,Vietuc,35.0,,100.0,15.0,0.62,Vụ 3-2021-A14-A14N9,795.2237280788798
595,2022-01-19,Dry,Vụ 3-2021,A14,A14N9,23,8,26.89,7.81,35.36,34.28,4.44,6.2,98.0,66.0,190.0,7000.0,1.36,0.0,0.0,0.49,0.63,260.0,250.0,522.0,Circle,Nuôi 2,834.0,Vietuc,34.0,,100.0,0.0,0.67,Vụ 3-2021-A14-A14N9,872.4913445577919
596,2022-01-18,Dry,Vụ 3-2021,A14,A14N9,22,8,26.36,7.89,36.74,35.47,25.11,6.11,184.0,35.0,190.0,7000.0,0.0,0.0,0.0,0.49,0.63,260.0,290.0,764.0,Circle,Nuôi 2,834.0,Vietuc,33.0,,100.0,35.0,0.65,Vụ 3-2021-A14-A14N9,957.7119193215862
597,2022-01-17,Dry,Vụ 3-2021,A14,A14N9,21,8,26.25,8.21,36.09,35.41,22.56,7.2,349.0,30.0,204.0,7250.0,1.76,0.0,0.0,0.03,0.23,360.0,300.0,850.0,Circle,Nuôi 2,834.0,Vietuc,32.0,,100.0,0.0,0.68,Vụ 3-2021-A14-A14N9,1051.7040300404874
598,2022-01-16,Dry,Vụ 3-2021,A14,A14N9,20,8,26.93,8.41,36.43,35.18,14.75,7.08,262.0,35.0,187.0,6750.0,0.4,0.0,0.0,0.43,0.65,260.0,270.0,664.0,Circle,Nuôi 2,834.0,Vietuc,31.0,,100.0,0.0,0.65,Vụ 3-2021-A14-A14N9,1155.3705084922087
599,2022-01-15,Dry,Vụ 3-2021,A14,A14N9,19,8,26.8,8.2,36.56,35.3,19.65,7.18,383.0,33.0,196.0,6000.0,0.64,0.0,0.0,0.31,1.18,300.0,203.0,911.0,Circle,Nuôi 2,834.0,Vietuc,30.0,,100.0,0.0,0.64,Vụ 3-2021-A14-A14N9,1269.7071126219007
600,2022-01-14,Dry,Vụ 3-2021,A14,A14N9,18,8,24.88,8.0,36.95,35.68,34.94,7.02,246.0,22.0,135.0,7000.0,1.63,0.0,0.15,1.6,1.0,310.0,276.0,697.0,Circle,Nuôi 2,834.0,Vietuc,29.0,,100.0,0.0,0.62,Vụ 3-2021-A14-A14N9,1395.8120911950675
601,2022-01-13,Dry,Vụ 3-2021,A14,A14N9,17,8,25.33,7.93,36.98,35.68,31.24,6.82,235.0,24.0,130.0,6750.0,4.59,0.0,0.08,1.1,2.92,290.0,203.0,911.0,Circle,Nuôi 2,834.0,Vietuc,29.0,,100.0,0.0,0.61,Vụ 3-2021-A14-A14N9,1395.8120911950675
602,2022-01-12,Dry,Vụ 3-2021,A14,A14N9,16,8,25.49,8.0,37.35,36.01,42.99,6.75,162.0,28.0,161.0,6500.0,2.8,0.0,0.0,0.18,0.63,506.0,501.0,850.0,Circle,Nuôi 2,834.0,Vietuc,27.0,1600.0,100.0,0.0,0.65,Vụ 3-2021-A14-A14N9,1688.2970013385418
603,2022-01-11,Dry,Vụ 3-2021,A14,A14N9,15,8,26.62,8.0,36.95,35.64,28.43,6.98,207.0,29.0,161.0,6750.0,2.48,0.0,0.0,0.25,0.36,260.0,300.0,741.0,Circle,Nuôi 2,834.0,Vietuc,26.0,,100.0,30.0,0.64,Vụ 3-2021-A14-A14N9,1857.4863673322225
604,2022-01-10,Dry,Vụ 3-2021,A14,A14N9,14,8,27.17,7.85,36.44,35.19,27.51,6.52,255.0,31.0,156.0,6000.0,2.12,0.0,0.0,1.99,0.35,310.0,260.0,723.0,Circle,Vèo 2,834.0,Vietuc,25.0,,100.0,0.0,0.63,Vụ 3-2021-A14-A14N9,2044.089962356259
605,2022-01-09,Dry,Vụ 3-2021,A14,A14N9,13,8,27.35,7.92,36.84,35.53,17.19,6.7,244.0,42.0,154.0,6500.0,4.0,0.0,0.0,0.22,0.37,596.2,669.0,996.0,Circle,Vèo 2,834.0,Vietuc,24.0,,100.0,0.0,0.69,Vụ 3-2021-A14-A14N9,2249.900188497749
606,2022-01-08,Dry,Vụ 3-2021,A14,A14N9,12,8,27.29,7.89,36.85,35.55,13.8,6.31,189.0,42.0,158.0,6000.0,4.56,0.0,0.0,0.5,0.15,240.0,260.0,559.0,Circle,Vèo 2,834.0,Vietuc,23.0,,100.0,0.0,0.62,Vụ 3-2021-A14-A14N9,2476.893935209622
607,2022-01-07,Dry,Vụ 3-2021,A14,A14N9,11,8,27.29,7.92,36.82,35.52,11.26,6.43,107.0,51.0,168.0,6500.0,3.28,0.0,0.0,0.52,0.81,596.2,569.0,1500.0,Circle,Vèo 2,834.0,Vietuc,23.0,,100.0,40.0,0.71,Vụ 3-2021-A14-A14N9,2476.893935209622
608,2022-01-06,Dry,Vụ 3-2021,A14,A14N9,10,8,27.22,7.92,36.75,35.46,12.04,6.33,163.0,56.0,172.0,5500.0,1.6,0.0,0.0,0.39,1.04,300.0,203.0,786.0,Circle,Vèo 2,834.0,Vietuc,21.0,,100.0,0.0,0.63,Vụ 3-2021-A14-A14N9,3003.3778723337396
609,2022-01-05,Dry,Vụ 3-2021,A14,A14N9,9,8,26.7,7.96,36.77,35.49,10.64,6.42,199.0,63.0,184.0,6000.0,2.04,0.0,0.0,1.59,0.73,426.4,436.6,1096.0,Circle,Vèo 2,834.0,Vietuc,20.0,,100.0,0.0,0.67,Vụ 3-2021-A14-A14N9,3307.9251513170934
610,2022-01-04,Dry,Vụ 3-2021,A14,A14N9,8,8,26.15,7.94,36.87,35.59,23.82,6.5,169.0,53.0,178.0,5500.0,2.12,0.0,0.0,0.72,0.7,340.0,283.0,780.0,Circle,Vèo 2,834.0,Vietuc,19.0,,100.0,15.0,0.63,Vụ 3-2021-A14-A14N9,3643.8187033693234
611,2022-01-03,Dry,Vụ 3-2021,A14,A14N9,7,8,25.95,7.94,37.38,36.02,28.87,6.56,206.0,48.0,188.0,6500.0,2.56,0.0,0.0,0.82,0.34,526.4,536.6,1696.0,Circle,Vèo 2,834.0,Vietuc,18.0,,100.0,25.0,0.7,Vụ 3-2021-A14-A14N9,4014.284920263125
612,2022-01-02,Dry,Vụ 3-2021,A14,A14N9,6,8,26.15,7.96,37.17,35.84,22.72,6.57,169.0,45.0,185.0,5500.0,1.84,0.0,0.0,0.8,0.6,569.2,609.0,1200.0,Circle,Vèo 2,834.0,Vietuc,17.0,,100.0,15.0,0.68,Vụ 3-2021-A14-A14N9,4422.882278030397
613,2022-01-01,Dry,Vụ 3-2021,A14,A14N9,5,8,26.35,7.92,37.03,35.71,16.97,6.58,215.0,35.0,172.0,7000.0,0.8,0.0,0.0,0.57,0.38,300.0,290.0,720.0,Circle,Vèo 2,834.0,Vietuc,16.0,,100.0,10.0,0.65,Vụ 3-2021-A14-A14N9,4873.535517546309
614,2021-12-31,Dry,Vụ 3-2021,A14,A14N9,4,8,27.33,8.07,37.13,35.75,18.52,6.15,209.0,34.0,187.0,6500.0,0.6,0.0,0.0,2.38,0.34,280.0,301.0,811.0,Circle,Vèo 2,834.0,Vietuc,15.0,,100.0,15.0,0.65,Vụ 3-2021-A14-A14N9,5370.5733432335255
615,2021-12-30,Dry,Vụ 3-2021,A14,A14N9,3,8,26.46,8.11,36.66,35.4,12.1,7.38,247.0,36.0,183.0,6000.0,0.08,0.0,0.0,0.09,0.74,310.0,276.0,697.0,Circle,Vèo 2,834.0,Vietuc,14.0,,100.0,0.0,0.65,Vụ 3-2021-A14-A14N9,5918.770001997702
616,2021-12-29,Dry,Vụ 3-2021,A14,A14N9,2,8,25.17,8.5,36.92,35.65,9.6,7.09,285.0,30.0,215.0,7500.0,1.04,0.0,0.0,2.66,0.49,402.0,500.6,1006.0,Circle,Vèo 2,834.0,Vietuc,13.0,,100.0,0.0,0.68,Vụ 3-2021-A14-A14N9,6523.391141776555
617,2021-12-28,Dry,Vụ 3-2021,A14,A14N9,1,8,25.97,8.52,36.64,35.39,7.69,7.08,260.0,29.0,211.0,7000.0,1.6,0.0,0.0,0.48,0.85,426.4,530.6,960.0,Circle,Vèo 2,834.0,Vietuc,12.0,,100.0,0.0,0.67,Vụ 3-2021-A14-A14N9,7190.24439019217
618,2022-09-24,Rainy,Vụ 2-2022,A1,D5N9,82,8,28.68,7.43,20.46,20.96,60.2,4.65,235.0,22.0,158.0,3500.0,24.6,1.2,0.4,10.05,2.05,340.0,283.0,780.0,Rectangle,Nuôi 1,1785.0,Vietuc,91.0,24.0,70.0,0.0,0.63,Vụ 2-2022-A1-D5N9,47.63443470510689
619,2022-09-23,Rainy,Vụ 2-2022,A1,D5N9,81,8,28.83,7.45,20.12,20.64,50.9,4.85,204.0,25.4,151.0,4000.0,21.9,1.3,0.42,9.4,2.3,402.0,500.6,1006.0,Rectangle,Nuôi 1,1785.0,Vietuc,90.0,,70.0,0.0,0.67,Vụ 2-2022-A1-D5N9,47.95459589336342
620,2022-09-22,Rainy,Vụ 2-2022,A1,D5N9,80,8,28.66,7.49,19.46,20.03,49.98,5.05,185.0,21.0,150.0,4000.0,14.9,0.0,0.37,5.4,2.65,526.4,536.6,896.0,Rectangle,Nuôi 1,1785.0,Vietuc,89.0,,80.0,0.0,0.69,Vụ 2-2022-A1-D5N9,48.30771045446455
621,2022-09-21,Rainy,Vụ 2-2022,A1,D5N9,79,8,28.8,7.48,19.51,20.07,49.1,5.02,214.0,32.4,154.0,3500.0,10.3,1.4,0.41,3.16,2.1,320.0,300.0,765.0,Rectangle,Nuôi 1,1785.0,Vietuc,88.0,,70.0,20.0,0.66,Vụ 2-2022-A1-D5N9,48.697170194855474
622,2022-09-20,Rainy,Vụ 2-2022,A1,D5N9,78,8,28.1,7.46,19.23,19.82,44.0,5.09,223.0,28.0,150.0,3500.0,9.7,1.3,0.32,1.76,1.5,369.2,309.0,800.0,Rectangle,Nuôi 1,1785.0,Vietuc,87.0,,80.0,10.0,0.66,Vụ 2-2022-A1-D5N9,49.12671603095011
623,2022-09-19,Rainy,Vụ 2-2022,A1,D5N9,77,8,29.11,7.63,18.28,18.92,56.6,5.76,222.0,37.4,126.0,3500.0,11.3,3.4,0.32,2.64,2.65,396.2,369.0,750.0,Rectangle,Nuôi 1,1785.0,Vietuc,86.0,,70.0,0.0,0.66,Vụ 2-2022-A1-D5N9,49.60047392212785
624,2022-09-18,Rainy,Vụ 2-2022,A1,D5N9,76,8,29.05,7.61,18.05,18.71,46.6,5.28,158.0,35.0,137.0,4000.0,8.4,0.5,0.42,1.76,3.6,260.0,310.0,564.0,Rectangle,Nuôi 1,1785.0,Vietuc,85.0,,80.0,0.0,0.66,Vụ 2-2022-A1-D5N9,50.12299450222194
625,2022-09-17,Rainy,Vụ 2-2022,A1,D5N9,75,8,28.63,7.54,16.99,17.71,41.5,5.45,198.0,47.4,136.0,3000.0,11.4,1.4,0.41,4.68,3.55,306.0,290.0,654.0,Rectangle,Nuôi 1,1785.0,Vietuc,84.0,64.0,75.0,10.0,0.65,Vụ 2-2022-A1-D5N9,50.69929679017571
626,2022-09-16,Rainy,Vụ 2-2022,A1,D5N9,74,8,28.51,7.59,16.91,17.63,64.4,5.49,209.0,23.0,143.0,3000.0,8.9,1.9,0.37,0.6,3.25,260.0,310.0,564.0,Rectangle,Nuôi 1,1785.0,Vietuc,83.0,,80.0,0.0,0.64,Vụ 2-2022-A1-D5N9,51.33491639972472
627,2022-09-15,Rainy,Vụ 2-2022,A1,D5N9,73,8,28.73,7.59,16.5,17.24,57.7,5.59,228.0,42.1,141.0,3000.0,15.0,2.5,0.43,5.4,3.05,310.0,310.0,754.0,Rectangle,Nuôi 1,1785.0,Vietuc,82.0,,70.0,10.0,0.65,Vụ 2-2022-A1-D5N9,52.03595871117858
628,2022-09-14,Rainy,Vụ 2-2022,A1,D5N9,72,8,29.75,7.71,16.33,17.08,64.3,5.24,247.0,24.0,140.0,3500.0,12.45,0.0,0.32,7.84,2.25,260.0,290.0,654.0,Rectangle,Nuôi 1,1785.0,Vietuc,81.0,,80.0,0.0,0.64,Vụ 2-2022-A1-D5N9,52.80915751603807
629,2022-09-13,Rainy,Vụ 2-2022,A1,D5N9,71,8,28.1,7.48,15.4,16.19,78.1,5.54,284.0,20.7,119.0,3500.0,6.5,2.1,0.28,0.24,3.7,340.0,310.0,602.0,Rectangle,Nuôi 1,1785.0,Vietuc,80.0,,70.0,0.0,0.64,Vụ 2-2022-A1-D5N9,53.661939697753084
630,2022-09-12,Rainy,Vụ 2-2022,A1,D5N9,70,8,28.6,7.46,15.01,15.82,93.2,5.31,271.0,21.0,110.0,3000.0,6.5,2.5,0.29,2.7,2.8,260.0,290.0,571.0,Rectangle,Nuôi 1,1785.0,Vietuc,79.0,,80.0,0.0,0.62,Vụ 2-2022-A1-D5N9,54.60249656990547
631,2022-09-11,Rainy,Vụ 2-2022,A1,D5N9,69,8,29.48,7.78,16.08,16.84,78.1,6.73,265.0,24.0,114.0,3000.0,6.5,1.3,0.22,1.64,3.55,420.0,450.0,898.0,Rectangle,Nuôi 1,1785.0,Vietuc,78.0,,60.0,0.0,0.67,Vụ 2-2022-A1-D5N9,55.639862557048865
632,2022-09-10,Rainy,Vụ 2-2022,A1,D5N9,68,8,28.75,7.7,15.95,16.72,50.0,6.27,230.0,24.0,145.0,3000.0,10.65,0.3,0.34,0.68,1.6,357.4,342.8,1036.0,Rectangle,Nuôi 1,1785.0,Vietuc,77.0,,70.0,0.0,0.67,Vụ 2-2022-A1-D5N9,56.784001973966156
633,2022-09-09,Rainy,Vụ 2-2022,A1,D5N9,67,8,27.82,7.64,16.11,16.87,51.7,6.03,176.0,36.0,123.0,3000.0,7.3,3.3,0.25,7.2,7.3,456.0,450.0,1020.0,Rectangle,Nuôi 1,1785.0,Vietuc,76.0,,70.0,0.0,0.67,Vụ 2-2022-A1-D5N9,58.045904736894215
634,2022-09-08,Rainy,Vụ 2-2022,A1,D5N9,66,8,26.92,7.57,16.5,17.25,8.3,5.92,95.0,30.0,141.0,3000.0,12.35,4.4,1.96,5.6,2.75,394.0,349.75,705.0,Rectangle,Nuôi 1,1785.0,Vietuc,75.0,,70.0,0.0,0.65,Vụ 2-2022-A1-D5N9,59.43769192606033
635,2022-09-07,Rainy,Vụ 2-2022,A1,D5N9,65,8,27.12,7.58,16.77,17.5,38.4,5.64,126.0,43.2,134.0,3500.0,10.9,2.0,2.65,5.8,2.15,260.0,290.0,654.0,Rectangle,Nuôi 1,1785.0,Vietuc,74.0,,70.0,0.0,0.65,Vụ 2-2022-A1-D5N9,60.972732213500706
636,2022-09-06,Rainy,Vụ 2-2022,A1,D5N9,64,8,27.91,7.59,20.03,20.57,23.53,5.2,85.0,27.0,163.0,3500.0,12.2,4.6,7.2,3.7,0.92,394.0,349.75,1282.5,Rectangle,Nuôi 1,1785.0,Vietuc,73.0,,80.0,10.0,0.67,Vụ 2-2022-A1-D5N9,62.665770274496836
637,2022-09-05,Rainy,Vụ 2-2022,A1,D5N9,63,8,27.6,7.57,18.63,19.26,42.3,5.34,155.0,30.2,170.0,3500.0,11.25,6.6,3.4,0.4,2.2,407.25,363.75,1327.5,Rectangle,Nuôi 1,1785.0,Vietuc,72.0,,70.0,20.0,0.68,Vụ 2-2022-A1-D5N9,64.53306841607272
638,2022-09-04,Rainy,Vụ 2-2022,A1,D5N9,62,8,27.12,7.58,16.77,17.5,38.4,5.64,126.0,43.2,134.0,3500.0,10.9,2.0,2.65,5.8,1.02,359.5,312.25,1180.76,Rectangle,Nuôi 1,1785.0,Vietuc,71.0,,70.0,0.0,0.67,Vụ 2-2022-A1-D5N9,66.59256278295142
639,2022-09-03,Rainy,Vụ 2-2022,A1,D5N9,61,8,26.92,7.57,16.5,17.25,8.3,5.92,95.0,30.0,141.0,3000.0,12.35,4.4,1.96,5.6,2.75,279.75,338.75,338.75,Rectangle,Nuôi 1,1785.0,Vietuc,70.0,,70.0,0.0,0.63,Vụ 2-2022-A1-D5N9,68.86403564139141
